study_arm,TrialID,url,Scientific_title,Conditions,Date_enrollment_format,control_arm,randomisation,blinding,subject_blind,caregiver_blind,investigator_blind,outcome_blind,analyst_blind,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,multicentre,primary_purpose,sponsor_type,sample_size,vaccine,conventional,traditional,Bridging_flag,Study_design,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor,Interventions
im,NCT03474991,https://clinicaltrials.gov/show/NCT03474991,A Randomised Placebo-controlled Multi-centre Effectiveness Trial of Adjunct Betamethasone Therapy in Hospitalised Children With Community Acquired Pneumonia (CAP),Community-acquired Pneumonia,2018-10-17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,Yes,Treatment,non_industry,700,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,2018-03-16,Phase 3,KIDS-STEP_Betamethasone Therapy in Hospitalised Children With CAP,Switzerland,"University Hospital, Basel, Switzerland",Drug: Celestamine®
im,NCT03197376,https://clinicaltrials.gov/show/NCT03197376,"A Phase 3, Randomized, Double-Blind Study of the Safety, Tolerability, Lot-to-Lot Consistency, Immunogenicity & Non-Interference With Concomitant Vaccinations of Serum Institute of PNEUMOSIL in Healthy Infants in The Gambia","Pneumonia, Pneumococcal",2017-06-21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 3,Yes,No,No,No,No,No,NA,Prevention,NA,2250,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,2017-06-21,Phase 3,Phase 3 Study of 10-valent Pneumococcal Conjugate Vaccine (PNEUMOSIL) in Healthy Infants,Gambia,PATH,Biological: Pneumosil;Biological: Synflorix
im,NCT03296059,https://clinicaltrials.gov/show/NCT03296059,Transfusion of Red Blood Cells for Acute Respiratory Distress Syndrome(ARDS) in Neonates: A Randomized Controlled Trial,Red Blood Cells(RBC);Acute Respiratory Distress Syndrome (ARDS),2017-10-01,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Unreported,No,No,No,Yes,No,No,NA,Treatment,non_industry,100,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,2017-09-25,N/A,Transfusion of Red Blood Cells for Acute Respiratory Distress Syndrome(ARDS) in Neonates,China,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,Other: conventional treatment with RBC transfusion;Other: conventional treatment
im,NCT03206346,https://clinicaltrials.gov/show/NCT03206346,"Randomised Double-blind Placebo Controlled Multicenter Clinical Trial of Efficacy and Safety of Ingavirin® Capsules 30mg, in Daily Dose 60mg for the Treatment of Influenza and Other Acute Respiratory Viral Infections at Patients 13-18 y.o.","Influenza, Human;Acute Respiratory Infection;Viral Infection;Common Cold;Influenza, Human;Acute Respiratory Infection;Viral Infection;Common Cold;Influenza, Human;Acute Respiratory Infection;Viral Infection;Common Cold;Influenza, Human;Acute Respiratory Infection;Viral Infection;Common Cold",2012-01-01,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,CT.gov,Phase 3,No,No,No,No,Yes,No,Yes,Treatment,NA,161,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",TRUE,2017-06-20,Phase 3,Efficacy and Safety Study of Ingavirin® to Treat Influenza and Acute Respiratory Viral Infections in Patients 13-17 y.o.,Russian Federation;Russian Federation;Russian Federation;Russian Federation;Russian Federation,Valenta Pharm JSC,Drug: Ingavirin;Drug: Placebo oral capsule;Drug: Ingavirin;Drug: Placebo oral capsule;Drug: Ingavirin;Drug: Placebo oral capsule;Drug: Ingavirin;Drug: Placebo oral capsule
im,NCT04014413,https://clinicaltrials.gov/show/NCT04014413,Safety and Efficacy of Fecal Microbiota Transplantation: A Pilot Study,Crohn Disease;Ulcerative Colitis;Celiac Disease;Irritable Bowel Syndrome;Functional Dysphonia;Constipation;Clostridium Difficile Infection;Diabetes Mellitus;Obesity;Multidrug -Resistant Infection;Hepatic Encephalopathy;Multiple Sclerosis;Pseudo-Obstruction;Carbapenem-Resistant Enterobacteriaceae Infection;Vancomycin Resistant Enterococci Infection;Multiple Organ Dysfunction Syndrome;Dysbiotic Bowel Syndrome;MRSA Enteritis;Pseudomembranous Enterocolitis;Alopecia;Autism;Graft-versus-host Disease;Idiopathic Thrombocytopenic Purpura;Atopy or Allergy;Liver Disease;Alcohol Dependence;Psoriatic Arthropathy,2019-07-15,Yes,No,No,No,No,No,No,No,Yes,CT.gov,Unreported,No,No,No,Yes,No,No,NA,Treatment,non_industry,450,NA,NA,NA,FALSE,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-06-21,N/A,Safety and Efficacy of Fecal Microbiota Transplantation,Hong Kong,Chinese University of Hong Kong,Procedure: Fecal Microbiota Transplantation
im,NCT03163615,https://clinicaltrials.gov/show/NCT03163615,"A Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Evaluate the Effect of Tibet Rhodiola Capsule on Hypoxia and Cardiovascular Risk Factors in Patients With Obstructive Sleep Apnea: A Pilot Trial",Obstructive Sleep Apnea;Obstructive Sleep Apnea;Obstructive Sleep Apnea;Obstructive Sleep Apnea,2017-06-17,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,CT.gov,Unreported,No,No,No,Yes,No,No,NA,Treatment,NA,80,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",FALSE,2017-05-15,N/A,Effect of Tibet Rhodiola Capsule on Hypoxia and Cardiovascular Risk Factors in Patients With Obstructive Sleep Apnea,China;China;China;China;China,Shao-Ping Nie,Drug: Tibet Rhodiola Capsule;Drug: Placebo oral capsule;Drug: Tibet Rhodiola Capsule;Drug: Placebo oral capsule;Drug: Tibet Rhodiola Capsule;Drug: Placebo oral capsule;Drug: Tibet Rhodiola Capsule;Drug: Placebo oral capsule
im,NCT03336814,https://clinicaltrials.gov/show/NCT03336814,Evaluation of Early Association of Terlipressin and Norepinephrine During Septic Shock; the TerliNor Study,Septic Shock,2018-07-27,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,CT.gov,Phase 4,No,No,No,No,Yes,No,NA,Treatment,non_industry,40,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",FALSE,2017-11-06,Phase 4,Evaluation of Early Association of Terlipressin and Norepinephrine During Septic Shock; the TerliNor Study,France,Assistance Publique Hopitaux De Marseille,Drug: Terlipressin;Other: Placebo
im,NCT03838497,https://clinicaltrials.gov/show/NCT03838497,Immunogenicity and Safety of 13-valent Pneumococcal Conjugate Vaccine Among HIV-infected Adults in the Era of Highly Active Antiretroviral Therapy: Analysis Stratified by CD4 T-cell Count,Streptococcal Pneumonia;HIV/AIDS,2015-04-02,Yes,No,Yes,No,No,No,Yes,No,No,CT.gov,Phase 4,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,NA,Prevention,non_industry,70,NA,NA,NA,FALSE,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Single (Outcomes Assessor).,FALSE,2019-02-10,Phase 4,Immunogenicity and Safety of 13-valent Pneumococcal Conjugate Vaccine Among HIV-infected Adults,NULL,Korea University Guro Hospital,Biological: Prevenar13
im,NCT03826524,https://clinicaltrials.gov/show/NCT03826524,CanROC Epinephrine Dose: Optimal Versus Standard Evaluation Trial (CanROC EpiDOSE Trial),"Cardiac Arrest, Out-Of-Hospital;Sudden Cardiac Arrest;Ventricular Fibrillation;Ventricular Tachycardia-Pulseless",2020-10-01,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,CT.gov,Phase 4,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,NA,Treatment,non_industry,3790,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Investigator, Outcomes Assessor).",TRUE,2018-11-07,Phase 4,Epinephrine Dose: Optimal Versus Standard Evaluation Trial,NULL,"St. Michael's Hospital, Toronto",Drug: Epinephrine
im,NCT03646552,https://clinicaltrials.gov/show/NCT03646552,Feasibility Study - Whether the Administration of the Dronabinol and PEA May Act as a Therapy for Obstructive Sleep Apnea,Obstructive Sleep Apnea,2018-06-04,No,No,No,No,No,No,No,No,No,CT.gov,Phase 2,No,No,No,Yes,No,No,NA,Treatment,industry,30,NA,NA,NA,FALSE,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2018-08-05,Phase 2,A Study to Examine the Efficacy of a Therapeutic THX-110 for Obstructive Sleep Apnea,Israel,Therapix Biosciences Ltd.,Drug: THX-110
im,NCT03308825,https://clinicaltrials.gov/show/NCT03308825,"Safety and Immunogenicity of Fluzone® Quadrivalent and Fluzone® High-Dose, Influenza Vaccines, 2017-2018 Formulations",Influenza;Flu;Influenza;Flu;Influenza;Flu;Influenza;Flu,2017-09-11,Yes,No,No,No,No,No,No,No,No,CT.gov,Phase 4,No,Yes,No,No,No,No,NA,Prevention,industry,240,Yes,NA,NA,FALSE,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: None (Open Label).,FALSE,2017-09-28,Phase 4,"Safety and Immunogenicity of Fluzone® Quadrivalent and Fluzone® High-Dose, Influenza Vaccines",United States;United States;United States;United States,"Sanofi Pasteur, a Sanofi Company",Biological: Fluzone Quadrivalent vaccine;Biological: Fluzone Quadrivalent vaccine;Biological: Fluzone High-Dose vaccine;Biological: Fluzone Quadrivalent vaccine;Biological: Fluzone Quadrivalent vaccine;Biological: Fluzone High-Dose vaccine;Biological: Fluzone Quadrivalent vaccine;Biological: Fluzone Quadrivalent vaccine;Biological: Fluzone High-Dose vaccine;Biological: Fluzone Quadrivalent vaccine;Biological: Fluzone Quadrivalent vaccine;Biological: Fluzone High-Dose vaccine
im,NCT03581370,https://clinicaltrials.gov/show/NCT03581370,Comparison of Short Infusion Versus Prolonged Infusion of Ceftolozane-tazobactam Among Patients With Ventilator Associated-pneumonia to Pseudomonas Aeruginosa in Intensive Care Units,Ventilator-associated Pneumonia,2018-09-20,Yes,Yes,No,No,No,No,No,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,NA,Treatment,non_industry,80,NA,NA,NA,FALSE,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2018-06-26,Phase 3,Short Infusion Versus Prolonged Infusion of Ceftolozane-tazobactam Among Patients With Ventilator Associated-pneumonia,France,"University Hospital, Toulouse",Drug: 1 hour infusion;Drug: 4 hours infusion
im,NCT02935192,https://clinicaltrials.gov/show/NCT02935192,"A Phase 3 Double Blinded, Randomized, Placebo- Controlled Study to Examine the Safety and Immunogenicity of a Seasonal Trivalent Split Inactivated Influenza Vaccine Produced by Institute Torlak in 18-65 Year Old Volunteers in Serbia",Influenza;Influenza;Influenza;Influenza,2016-11-28,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,NA,Prevention,non_industry,476,Yes,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Triple (Participant, Investigator, Outcomes Assessor).",FALSE,2016-10-13,Phase 3,Phase 3 Trial of Serbian Seasonal Influenza Vaccine,Serbia;Serbia;Serbia;Serbia;Serbia,"Institute of Virology, Vaccines and Sera, Torlak",Biological: Seasonal Influenza Vaccine;Other: Phosphate Buffered Saline;Biological: Seasonal Influenza Vaccine;Other: Phosphate Buffered Saline;Biological: Seasonal Influenza Vaccine;Other: Phosphate Buffered Saline;Biological: Seasonal Influenza Vaccine;Other: Phosphate Buffered Saline
im,NCT03389555,https://clinicaltrials.gov/show/NCT03389555,"Ascorbic Ccid, Hydrocortisone, and Thiamine in Sepsis and Septic Shock - A Randomized, Double-Blind, Placebo-Controlled Trial",Sepsis;Septic Shock;Metabolic Disturbance,2018-02-09,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,NA,Treatment,non_industry,200,NA,NA,Yes,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,2017-12-27,Phase 2/Phase 3,"Ascorbic Acid, Corticosteroids, and Thiamine in Sepsis (ACTS) Trial",United States,Beth Israel Deaconess Medical Center,"Drug: vitamin C, vitamin B1, hydrocortisone;Drug: Normal saline"
im,NCT04115514,https://clinicaltrials.gov/show/NCT04115514,"Phase II Randomized, Intervention Versus Non-Intervention, Multi-center Study of the Effects of Thyroid Hormone (T3) on Extravascular Lung Water (EVLW) in Subjects With Acute Respiratory Distress Syndrome (ARDS)","ARDS, Human;Lung, Wet;Thyroid;Pulmonary Edema;Lung Inflammation",2019-10-21,Yes,Yes,No,No,No,No,No,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,Yes,Treatment,non_industry,68,NA,NA,NA,FALSE,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-03-12,Phase 1/Phase 2,Treatment of ARDS With Instilled T3,United States,University of Minnesota,Drug: Liothyronine Sodium (T3) (modified formulation)
im,NCT02831608,https://clinicaltrials.gov/show/NCT02831608,"Influenza Vaccination After Myocardial Infarction (IAMI Trial): A Multicenter, Prospective, Randomized Controlled Clinical Trial Based on National Angiography and Angioplasty Registries","Myocardial Infarction;Influenza, Human;Influenza Vaccines;Heart Failure;Stroke",2016-10-01,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 4,No,No,No,Yes,Yes,Yes,Yes,Treatment,investigator,2573,Yes,NA,NA,EUCTR2014-001354-42-SE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",TRUE,2016-07-07,Phase 4,Study on the Effect of Influenza Vaccination After Heart Attack on Future Cardiovascular Prognosis,Australia;Bangladesh;Czechia;Denmark;Latvia;Norway;Sweden;United Kingdom;Australia;Bangladesh;Czechia;Denmark;Latvia;Norway;Sweden;United Kingdom,"Ole Frobert, MD, PhD",Biological: Influenza vaccine;Biological: Placebo
im,NCT03312231,https://clinicaltrials.gov/show/NCT03312231,"A Phase II Study in Healthy Adults 19 Years and Older to Assess the Safety, Reactogenicity and Immunogenicity of a Sanofi Pasteur A/H7N9 Inactivated Influenza Vaccine Administered Intramuscularly With or Without AS03 Adjuvant",Avian Influenza;Influenza Immunisation,2018-02-14,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,NA,Prevention,non_industry,720,Yes,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Double (Participant, Investigator).",FALSE,2017-10-12,Phase 2,Sanofi 2017 H7N9 With/Without AS03 in Adults/Elderly,United States,National Institute of Allergy and Infectious Diseases (NIAID),Drug: AS03;Biological: Inactivated influenza H7N9 vaccine;Other: Phosphate Buffered Saline (PBS) diluent
im,NCT03111485,https://clinicaltrials.gov/show/NCT03111485,Effect of Long-acting Levodopa on Obstructive Sleep Apnea in Parkinson's Disease,Parkinson's Disease;Obstructive Sleep Apnea,2017-05-24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 4,No,Yes,No,No,No,No,NA,Treatment,non_industry,42,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,2017-03-28,Phase 4,Effect of Long-acting Levodopa on Obstructive Sleep Apnea in Parkinson's Disease,Canada,McGill University Health Centre/Research Institute of the McGill University Health Centre,Drug: Sinemet CR;Drug: Placebo oral capsule
im,NCT03163342,https://clinicaltrials.gov/show/NCT03163342,Extent and Durability of Immune Response Following Seasonal Influenza Vaccination in Healthy Volunteers,Influenza;Influenza;Influenza,2017-05-08,No,No,No,No,No,No,No,No,No,CT.gov,Phase 4,No,Yes,No,No,No,No,NA,Other,industry,20,Yes,NA,NA,FALSE,Intervention model: Single Group Assignment. Primary purpose: Diagnostic. Masking: None (Open Label).,FALSE,2017-05-19,Phase 4,Immune Response Following Seasonal Influenza Vaccination,United States;United States;United States;United States;United States;United States,"Altimmune, Inc.",Biological: Licensed seasonal influenza vaccine;Biological: Licensed seasonal influenza vaccine;Biological: Licensed seasonal influenza vaccine
im,NCT04183725,https://clinicaltrials.gov/show/NCT04183725,"Reduning Injection for the Treatment of Influenza in Children:a Randomized, Double-blinded, Parallel-controlled Clinical Study",Influenza in Children,2019-12-01,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,CT.gov,Phase 4,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,NA,Treatment,non_industry,240,NA,Yes,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",FALSE,2019-11-22,Phase 4,Clinical Study of Reduning Injection for the Treatment of Influenza in Children,NULL,China Academy of Chinese Medical Sciences,Drug: Reduning injection;Drug: Oseltamivir phosphate granules
im,NCT03202394,https://clinicaltrials.gov/show/NCT03202394,"A Phase IIa, Placebo Controlled, Multicenter Pilot Study to Evaluate the Safety and Efficacy of BIO-11006 Inhalation Solution in Patients With Acute Respiratory Distress Syndrome","Respiratory Distress Syndrome, Adult",2017-08-05,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,Yes,Treatment,industry,38,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,2017-06-20,Phase 2,Evaluation of Safety & Efficacy of BIO-11006 Inhalation Solution in Patients With ARDS,United States,"BioMarck Pharmaceuticals, Ltd.",Drug: BIO-11006;Drug: Placebo
im,NCT03191240,https://clinicaltrials.gov/show/NCT03191240,"AMCPR (Augmented-Medication CardioPulmonary Resuscitation) for Improving Outcome in Patient With Cardiac Arrest: Multi-center, Double-blind, Prospective Randomized Clinical Trial.",Out-of-Hospital Cardiac Arrest;Out-of-Hospital Cardiac Arrest;Out-of-Hospital Cardiac Arrest;Out-of-Hospital Cardiac Arrest,2017-07-31,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,Yes,Treatment,non_industry,110,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",FALSE,2017-06-13,Phase 2,AMCPR (Augmented-Medication CardioPulmonary Resuscitation) Trial for OHCA,"Korea, Republic of;Korea, Republic of;Korea, Republic of;Korea, Republic of;Korea, Republic of",Asan Medical Center,Drug: Vasopressins;Drug: Normal saline;Drug: Vasopressins;Drug: Normal saline;Drug: Vasopressins;Drug: Normal saline;Drug: Vasopressins;Drug: Normal saline
im,NCT03521063,https://clinicaltrials.gov/show/NCT03521063,Efficacy of Adding Budesonide to Poractant Alfa to Prevent Bronchopulmonary Dysplasia in Preterm Infants With Respiratory Distress Syndrome.,"Bronchopulmonary Dysplasia;Infant,Premature;Respiratory Distress Syndrome",2018-01-01,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,CT.gov,Phase 4,No,No,Yes,No,No,No,NA,Prevention,non_industry,108,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Triple (Participant, Care Provider, Investigator).",FALSE,2018-04-28,Phase 4,Efficacy of Adding Budesonide to Poractant Alfa to Prevent Bronchopulmonary Dysplasia.,Mexico,Hospital Central Dr. Ignacio Morones Prieto,Drug: Budesonide;Drug: Poractant Alfa;Drug: Saline
im,NCT03859141,https://clinicaltrials.gov/show/NCT03859141,"Open Phase I and Randomized, Double-blind, Controlled Phase III Clinical Trial to Evaluate the Safety and Immunogenicity of Quadrivalent Influenza Vaccine in Healthy Subjects Aged 6-35 Months",Seasonal Influenza,2018-02-06,Yes,Yes,Yes,Yes,No,Yes,No,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,NA,Prevention,industry,2340,Yes,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Double (Participant, Investigator).",FALSE,2019-02-28,Phase 3,Clinical Trial to Evaluate the Safety and Immunogenicity of Quadrivalent Influenza Vaccine (7.5µg/0.25ml),China,"Sinovac Biotech Co., Ltd",Biological: Quadrivalent influenza vaccine;Biological: Quadrivalent influenza vaccine;Biological: Trivalent influenza vaccine (contains B/Victoria strain);Biological: Trivalent influenza vaccine (contains B/Yamagata strain)
im,NCT03609099,https://clinicaltrials.gov/show/NCT03609099,Adequate Duration of Antibiotic Treatment in Community-acquired Pneumonia With High Risk Class and Adequate Initial Clinical Response,Community-acquired Pneumonia,2019-02-15,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,CT.gov,Phase 4,No,No,No,No,Yes,No,NA,Treatment,NA,424,NA,Yes,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",FALSE,2018-07-23,Phase 4,Adequate Duration of Antibiotic Treatment in Community-acquired Pneumonia With High Risk Class and Adequate Initial Clinical Response,Spain,David Garcia Cinca,Drug: Moxifloxacin;Drug: Placebo
im,NCT02820987,https://clinicaltrials.gov/show/NCT02820987,"Pharmacokinetics and Pharmacodynamic (PK/PD) of Extended-infusion Meropenem, Piperacillin-tazobactam and Cefepime in the Early Phase of Septic Shock",Septic Shock,2016-09-01,Yes,No,No,No,No,No,No,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,NA,Treatment,non_industry,129,NA,NA,NA,FALSE,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2016-06-29,Phase 3,"PK/PD of Extended-infusion Meropenem, Piperacillin-tazobactam and Cefepime in the Early Phase of Septic Shock",France,Centre Hospitalier Universitaire de Besancon,Drug: MEROPENEM;Drug: PIPERACILLIN-TAZOBACTAM;Drug: CEFEPIME
im,NCT04199364,https://clinicaltrials.gov/show/NCT04199364,Comparison of Two Fraction Oxygen Inspired (FiO2) Thresholds for the Surfactant Administration in Preterm Infants With Respiratory Disease Syndrome: a Single-center Randomized Phase IV Clinical Trial,Respiratory Distress Syndrome,2020-11-01,Yes,Yes,Yes,Yes,No,No,No,No,Yes,CT.gov,Phase 4,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,No,Treatment,NA,200,NA,NA,NA,FALSE,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Participant).,FALSE,2019-12-12,Phase 4,Medium vs Low Oxygen Threshold for the Surfactant Administration,NULL,Virgilio Paolo Carnielli,Drug: Poractant Alfa 80 mg/mL Intratracheal Suspension
im,NCT04016246,https://clinicaltrials.gov/show/NCT04016246,Respiratory Effect of the LISA (Less Invasive Surfactant Administration) Method With Sedation by Propofol Versus Absence of Sedation: Double-blind Comparative Randomized Clinical Trial.,Respiratory Distress Syndrome in Premature Infant,2019-10-07,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,NA,Treatment,non_industry,542,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",FALSE,2019-06-07,Phase 3,Respiratory Effect of the LISA Method With Sedation by Propofol Versus Absence of Sedation.,France,"University Hospital, Grenoble",Drug: Propofol-Lipuro;Drug: Placebos
im,NCT03317197,https://clinicaltrials.gov/show/NCT03317197,"Comparison of the Effect of Vasopressin, Steroid, and Epinephrine Treatment in Patients With Out-of-hospital Cardiac Arrest: Multi-center, Double Blind, Randomized, Placebo-controlled Study",Cardiac Arrest;Cardiac Arrest;Cardiac Arrest;Cardiac Arrest,2018-01-01,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,CT.gov,Phase 4,No,No,No,Yes,No,No,Yes,Treatment,non_industry,834,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Factorial Assignment. Primary purpose: Treatment. Masking: Double (Participant, Care Provider).",FALSE,2017-10-04,Phase 4,"Effect of Vasopressin, Steroid, and Epinephrine Treatment in Patients With Out-of-hospital Cardiac Arrest","Korea, Republic of;Korea, Republic of;Korea, Republic of;Korea, Republic of;Korea, Republic of",Korea University Guro Hospital,Drug: Control Group;Drug: Experimental Group 1;Drug: Experimental Group 2;Drug: Experimental Group 3;Drug: Control Group;Drug: Experimental Group 1;Drug: Experimental Group 2;Drug: Experimental Group 3;Drug: Control Group;Drug: Experimental Group 1;Drug: Experimental Group 2;Drug: Experimental Group 3;Drug: Control Group;Drug: Experimental Group 1;Drug: Experimental Group 2;Drug: Experimental Group 3
im,NCT03369275,https://clinicaltrials.gov/show/NCT03369275,Cellular Immunotherapy for Septic Shock (CISS2) A Phase II Randomized Controlled Trial,Septic Shock;Sepsis;Pathologic Processes;Shock;Infection;Systemic Inflammatory Response Syndrome;Inflammation;Septic Shock;Sepsis;Pathologic Processes;Shock;Infection;Systemic Inflammatory Response Syndrome;Inflammation;Septic Shock;Sepsis;Pathologic Processes;Shock;Infection;Systemic Inflammatory Response Syndrome;Inflammation;Septic Shock;Sepsis;Pathologic Processes;Shock;Infection;Systemic Inflammatory Response Syndrome;Inflammation,2018-03-01,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 2,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,NA,Treatment,non_industry,114,NA,Yes,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",TRUE,2017-08-28,Phase 2,Cellular Immunotherapy for Septic Shock,NULL,Ottawa Hospital Research Institute,Biological: Allogeneic Bone Marrow-Derived Human Mesenchymal Stem Cells;Other: Placebo;Biological: Allogeneic Bone Marrow-Derived Human Mesenchymal Stem Cells;Other: Placebo;Biological: Allogeneic Bone Marrow-Derived Human Mesenchymal Stem Cells;Other: Placebo;Biological: Allogeneic Bone Marrow-Derived Human Mesenchymal Stem Cells;Other: Placebo
