study_arm,TrialID,url,Interventions,vaccine,conventional,traditional
main,CTRI/2019/08/020845,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=35997,"Intervention1: Osimertinib<br>: Savolitinib.<br><br>Total duration of therapy will be until either objective disease progression, unacceptable toxicity occurs, consent is withdrawn or another discontinuation criteria is met.<br>Control Intervention1: Not Applicable: Not Applicable<br>",NA,NA,NA
main,CTRI/2019/09/021027,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=35964,"Intervention1: Dr.Dalaya MD( Psychiatrist): Nityanand Rehabilitation and Residential Mental Health Care Centre, Patang Plaza, Behind Bharati Vidyapeeth, Katraj, Pune-411046<br>Intervention2: Jivaniya Ghrita: Jivaniya Ghrita 20 m.l in 2 divided dosages for 30 days through oral route will be given to Angry Patients.<br>Control Intervention1: Jivaniya Ghrita: Jivaniya Ghrita 20 ml in 2 divided dosages for 30 days through oral route will be given to Angry Patients<br>",NA,NA,NA
main,CTRI/2019/09/021164,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=35430,"Intervention1: Vitamin-D3-Cholecalciferol (60,000 I.U.): Vitamin-D3-Cholecalciferol (60,000 I.U.) or placebo will be given once weekly for 8 weeks<br><br>Intervention2: Imatinib 400 mg once daily to continue plus Vitamin D Cholecalciferol 60,000 IU: Drug- Vitamin D Cholecalciferol Dose- 60,000 IU <br>Dosage form- sachet <br>Frequency- once weekly <br>Duration- 8 weeks<br>Control Intervention1: Imatinib 400 mg once daily plus  Placebo: Matching Placebo sachet once weekly for 8 weeks<br>",NA,NA,Yes
main,CTRI/2019/09/021230,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=36712,Intervention1: Minoxidil Topical solution USP 5% w/v (Fortification): 0.04 ml will be filled in patch chambers and will be occluded for 24 hours.<br>Application will be done once<br>Control Intervention1: SLS: 0.04 ml will be filled in patch chambers and will be occluded for 24 hours.<br>Application will be done once<br>Control Intervention2: Isotonic Saline: 0.04 ml will be filled in patch chambers and will be occluded for 24 hours.<br>Application will be done once<br>,NA,NA,NA
main,CTRI/2019/09/021275,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=32178,"Intervention1: Ormeloxifene: 3rd generation SERM (Selective Estrogen Receptor Modulator). Non steroidal Non Hormonal OCP. <br>Ormeloxifene will be given in the dose of 60mg twice a week for 3 months, followed by once a week for one month.<br>Control Intervention1: Medroxyprogesterone Acetate: Synthetic Progestin. Used as a contraceptive drug as well as in abnormal uterine bleeding.<br><br>It will be given in the dose of 10mg 12 hourly for 4 months from Day 5 to Day 25 of cycle.<br>",NA,NA,NA
main,CTRI/2019/10/021561,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=37181,"Intervention1: Intraocular pressure changes following induction with sevoflurane and thiopentone: Preoxygenation done for three minutes with 100% oxygen. Induction will be done with fentanyl 2 microgram per kg , thiopentone 5 milligram per kg or sevoflurane in graded concentration. Intraocular pressure change noted after induction   and before PLMA placement. After the loss of eyelash reflex bag and mask ventilation done and vecuronium 0.12 milligram per kg will be given. After that airway secured with PLMA and intraocular pressure measured after 1 minute and 3 minutes of PLMA placement.<br>Control Intervention1: Nil: Nil<br>",NA,NA,NA
main,CTRI/2019/10/021679,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=32700,Intervention1: Guduchyadi tail(oil): Drug- guduchyadi tail<br>dose 5ml<br>duration- 2 consecutive cycle<br>follow up- will be taken 1 cycle after completion of treatment <br>Route of administration- intra vaginal<br>Control Intervention1: guduchyadi tail (oil) intravaginal uttarbasti: Drug- guduchyadi tail(oil)<br>Dose- 5ml<br>Duration- 2 consecutive cycle<br>Follow up- will be taken 1 cycles after completion of treatment<br>Route- Intra vaginal<br>,NA,NA,NA
im,CTRI/2019/10/021690,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=37279,Intervention1: Modified INSURE technique: Preterm infants with RDS will receive surfactant by             new technique   in which Surfactant will be delivered without IPPV while baby will be connected to Bubble CPAP with the help of two special connector (ET CPAP for 2-3 minutes).<br><br>Control Intervention1: INSURE technique: Preterm infants with RDS will receive surfactant by        InSuRE technique   in which Surfactant will be delivered by conventional InSuRE technique with IPPV.<br><br>,NA,NA,NA
main,CTRI/2019/11/021849,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=24439,Intervention1: 25% DEXTROSE: DEXTROSE AND INSULIN WILL BE ADMINISTERED INTRAOPERATIVELY AND ALL VALUES INTRAOPERATIVELY AND POSTOPERATIVELY WILL BE RECORDED BY PRINCIPAL INVESTIGATOR<br>STUDY DURATION 1.5YEARS<br>Control Intervention1: NORMAL SALINE AT SAME RATE OF 25% DEXTROSE: DEXTROSE AND INSULIN  WILL BE ADMINISTERED INTRAOPERATIVELY AND ALL VALUES INTRAOPERATIVELY AND POSTOPERATIVELY WILL BE RECORDED BY PRINCIPAL INVESTIGATOR DURATION OF STUDY IS 1.5 YEARS<br>,NA,NA,NA
main,CTRI/2019/11/021876,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=37267,"Intervention1: Concizumab: Participants are to inject concizumab under their skin, with a needle in the stomach or thigh.  Participants will inject concizumab once daily at same time. During main phase of the trial, Participants randomized on Concizumab Prophylaxis arm will administer Initial Loading dose of 1.0mg/kg/ body weight at Visit 2 and will continue with daily dose of 0.25mg/kg/Body weight. Participants randomized on Concizumab On-Demand arm will on routine treatment during main phase of the trial (from Visit 2 to Visit 9). <br><br>During extension phase (i.e from Visit 9) On-demand patients will administer Initial Loading dose of 1.0mg/kg/ body weight at Visit 9 and will continue with daily dose of 0.25mg/kg/Body weight. The dose can be increased more (up to 0.35mg/kg/Body weight). <br><br>Control Intervention1: NIL: NIL<br>",NA,Yes,NA
im,CTRI/2019/11/021964,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=33404,Intervention1: Nafithromycin: 800 mg (two 400-mg tablets) orally (PO) every 24 hours (q24h) for 3 days<br>Control Intervention1: Moxifloxacin 400 mg: PO q24h for 7 days<br>,NA,Yes,NA
main,CTRI/2019/11/022129,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=37902,Intervention1: Intraperitoneal instillation of local anaesthetic agent alone or with adjuvant: After the removal of the gall bladder a total of 40 ml study drug solution will be instilled intaperitoneally<br>Control Intervention1: Group R Intraperitoneal instillation of 0.2% Ropivacaine: Intraperitoneal instillation of 0.2% plain Ropivacaine in a total volume of 40 ml of instilled solution after removal of gall bladder<br>Control Intervention2: Group RD Intraperitoneal instillation of 0.7Âµg/kg Dexmedetomidine mixed with 0.2% Ropivacaine: Intraperitoneal instillation of 0.7Âµg/kg Dexmedetomidine mixed with 0.2% Ropivacaine in a total volume of 40 ml of instilled solution after removal of gall bladder<br>Control Intervention3: Group RK Intraperitoneal instillation of 0.5 mg/kg Ketamine mixed with 0.2% Ropivacaine: Intaperitoneal instillation of 0.5 mg/kg Ketamine mixed with 0.2% Ropivacaine in a total volume of 40 ml of instilled solution after removal of gall bladder<br>,NA,Yes,NA
main,CTRI/2019/11/022178,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=38367,Intervention1: Itraconazole: Per oral Dose 200mg BD for 1 day<br>Control Intervention1: Fluconazole: Per oral Dose 150mg Stat on same day<br>,NA,NA,NA
im,CTRI/2019/12/022490,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=34936,Intervention1: Baloxavir Marboxil: Single oral dose of 20mg tablet (dosed according to body weight  - 40 mg for patients 80 kg and 80mg for patients 80kg<br>Control Intervention1: placebo: A single dose of Oral tablet matching Baloxavir Marboxil 20mg tablet<br>,NA,Yes,NA
covid,CTRI/2020/04/024479,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42713,Intervention1: Hydroxychloroquine sulphate: Hydroxychloroquine sulphate tablets will be given in the dose of 400 mg twice on day 1 and then 400 mg once in a day for 04 days daily to the patients who meets the inclusion criteria<br>Control Intervention1: No drug: Hydroxychloroquine will not be given to control group. These patients will be managed as per standard protocol.<br>,NA,Yes,NA
covid,CTRI/2020/04/024729,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42933,Intervention1: Topical Nasal 0.03% chloroquine eye drops: To receive 0.03% Chloroquine drops 1ml â?? 6 times daily X 10 days. <br>		+ all treatments & observations recommended by the treatment team<br><br>Control Intervention1: Standard Treatment: Control Arm - all treatments & observations recommended by the treatment team<br>                           No nasal drops<br><br>,NA,Yes,NA
covid,CTRI/2020/04/024773,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42897,"Intervention1: Remdesivir: local standard of care plus Remdesivir (daily infusion for 10 days) <br><br>Intervention2: chloroquine or hydroxychloroquine: local standard of care plus chloroquine or hydroxychloroquine (two oral loading doses, then orally twice daily for 10 days)<br>Intervention3: Lopinavir with Ritonavir (orally twice daily for 14 days): Local standard of Care plus Lopinavir with Ritonavir (orally twice daily for 14 days)<br>Intervention4: Lopinavir with Ritonavir (ditto) plus Interferon: Local standard of care plus Lopinavir with Ritonavir ((orally twice daily for 14 days) plus Interferon (daily injection for 6 days).<br>Control Intervention1: Local standard of care: Local standard of care<br>",NA,Yes,NA
covid,CTRI/2020/04/024775,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43149,"Intervention1: Convalescent plasma: Convalescent plasma, 2 doses of 200 mL each, from recovered COVID-19 patient.<br>Control Intervention1: Usual care for COVID-19 disease: Usual care for COVID-19 disease<br>",NA,Yes,NA
covid,CTRI/2020/04/024806,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42843,Intervention1: Imatinib - Oral Drug: Imatinib- 600mg per oral once daily<br>(D1-D14)<br>Control Intervention1: supportive care: supportive care<br>,NA,NA,NA
covid,CTRI/2020/04/024846,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43004,Intervention1: Suspension of heat killed (autoclaved)Mycobacterium w: 0.3 ml (0.1 ml x 3 Inj.) of Mw intra-dermal for 3 consecutive days with Standard therapy of COVID-19<br>Control Intervention1: Placebo: 0.3 ml (0.1 ml x 3 Inj.) of Placebo intra-dermal for 3 consecutive days with Standard therapy of COVID-19<br>,NA,NA,NA
covid,CTRI/2020/04/024883,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43168,"Intervention1: ZingiVir H: It is a poly herbomineral drug.Therapeutic dose:  <br>ONE tablet (500 mg) each consumed once in 3 hours Â±1 hour between 6 AM and 9 PM in a given day (6AM, 9AM, 12Noon, 3PM, 6PM, 9PM) for a minimum duration of 10 days to Maximum 15 days as per the clinical conditions and disease outcome.<br>Control Intervention1: not applicable: not applicable<br>",NA,Yes,Yes
covid,CTRI/2020/04/024915,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43332,"Intervention1: Convalescent Plasma: 200 ml of ABO compatible plasma  transfusion will be done to the subject randomized for the therapy<br>Control Intervention1: Standard care of treatment: control group will be treated as per Standard care of treatment. The Ministry of Health and Welfare has issued detailed guidelines for the management of sCOVID-19 based on varying grades of severity. For the management of ARDS or sepsis, the respective guidelines issued by ARDSNet and Surviving Sepsis campaign will be followed. Other institutional protocols for supportive management will be implemented.<br>",NA,Yes,NA
covid,CTRI/2020/05/024962,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43237,Intervention1: Povidone Iodine: 2% Povidone Iodine gargle diluted to 1% (w/v) is used as oropharyngeal gargle and intranasal application given 4 times to 48 laboratory tested COVID-19 patients and followed up for 12 weeks<br>Control Intervention1: normal saline: 48 patients  laboratory tested COVID-19 positive  selected and tested on  7th and 21st day for comparison and followed for 12 weeks to check for any relapse<br>,NA,NA,NA
covid,CTRI/2020/05/024983,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43204,Intervention1: Topical Lignocaine: Topical lignocaine lozenges to be used before collecting nasal and throat swabs for Covid-19<br>,NA,Yes,NA
covid,CTRI/2020/05/025167,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43378,Intervention1: Thymoquinone 50 mg tablet as an add on to best supportive as per guidelines of clinical management of COVID-19 as issued by MOHFW.: Dose : 50 mg once daily for 14 days<br>Control Intervention1: best supportive care: Best supportive care will be as defined in Guidelines on Clinical Management of COVID-19 issued by MOHFW.<br>,NA,NA,NA
covid,CTRI/2020/05/025214,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43727,Intervention1: AYUSH 64: Dose:2 capsules (500 mg each) thrice  daily<br>Dosage form:Capsules/Tablets <br>Route of Administration:	Oral<br>Time of Administration:	Thrice a day after food<br>Anupana: Water 	<br>Duration of therapy: 30 days<br><br>Control Intervention1: Conventional standard therapy for COVID-19 positive patients: Conventional standard therapy as per ICMR/WHO parameters<br>,NA,NA,Yes
covid,CTRI/2020/05/025271,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43206,Intervention1: Suspension of heat killed (autoclaved)Mycobacterium w: 0.3 ml (0.1ml x 3 Injection) of intradermal Mw for 3 consecutive days with Standard therapy of COVID-19<br>Control Intervention1: Placebo: 0.3 ml (0.1 ml x 3 Inj.) of intradermal Placebo for 3 consecutive days with Standard therapy of COVID-19<br>,NA,NA,NA
covid,CTRI/2020/05/025276,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43892,"Intervention1: Ayurvedic medicines: 1. Sanshamani Vati <br>(Tinospora cordifolia)	 		1gm BD with 50ml Nagaradi kwath(Decoction of Zingiber officinale -2 part, Terminalia chebula- 4 part, Tinospora cordifolia-6 part in quantity)<br><br>2.Amalaki  Churna <br>( Powder of Phyllanthus emblica)3gm with water<br>once a day at 5pm<br>3.Golden  Milk (100ml of milk with 3gm of Curcuma longa) at 9pm. 	<br>Intervention2: Ayurveda Protocol: 1. Sanshamani Vati (Tinospora cordifolia) 1gm BD with 50ml Nagaradi kwath(Decoction of Zingiber officinale -2 part, Terminalia chebula- 4 part, Tinospora cordifolia-6 part in quantity) 2.Amalaki Churna ( Powder of Phyllanthus emblica)3gm with water once a day at 5pm 3.Golden Milk (100ml of milk with 3gm of Curcuma longa) at 9pm.<br>all to be taken orally <br>Duration 14 days<br>Control Intervention1: Not applicable: Not applicable<br>",NA,NA,Yes
covid,CTRI/2020/05/025299,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43752,Intervention1: Convalescent Plasma: SARS-CoV-2 convalescent plasma (single unit; additional unit will be given only if required based on subjectâ??s clinical status)<br>Control Intervention1: COVID Standard treatment: As per Revised Guidelines on ClinicalManagement of COVID â?? 19; Government of India<br>Ministry of Health & Family Welfare<br>Directorate General of Health Services<br>(EMR Division);31st March 2020<br>,NA,Yes,NA
covid,CTRI/2020/05/025335,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43949,"Intervention1: Ayush-64, a polyherbal formulation.<br>: The composition of AYUSH 64 includes aqueous extract of Saptaparna (Alstoniascholaris R. Br.) Katuki (Picrorhizakurroa Royle ex. Benth), Kiratatikta (SwertiaChirataPexbex. Karst) and powder of Kuberaksha (Caesalpinia crista Linn.) in the ratio of 1:1:1:2.Dose:- 2 Tablets (500 mg) thrice daily (2-2-2)<br>Dosage form:-	Tablet<br>Route of Administration:-	Oral<br><br>Time of Administration:-after food<br><br>Anupana:- Warm water<br> 	<br>Duration of therapy:- 14 days <br><br>Control Intervention1: Not applicable: Not applicable<br>",NA,NA,Yes
covid,CTRI/2020/05/025337,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43940,"Intervention1: Resveratrol-Copper tablets: Patients will receive Resveratrol-Copper tablets. Each tablet contains 5.6 mg of Resveratrol and 560 ng of Copper. Route - per oral.<br>Frequency - 1 tablet 4 times per day. Duration - From the date of randomization to the day of discharge or death, whichever is earlier. Patients in this arm can also receive all standard treatment that the treating team considers appropriate including any other antibiotic, antibacterial, antiviral or antimicrobial drugs.<br>Intervention2: Chlorophyllin tablets: Patients will receive oral Chlorophyllin tablets daily under fasting conditions at a dose of 750 mg OD from the date of randomization to the day of discharge or death, whichever is earlier. Patients in this arm can also receive all standard treatment that the treating team considers appropriate including any other antibiotic, antibacterial, antiviral or antimicrobial drugs.<br>Control Intervention1: Standard treatment: Patients in this arm can receive all standard treatment that the treating team considers appropriate including any other antibiotic, antibacterial, antiviral or antimicrobial drugs. However, patients in this arm cannot receive Resveratrol -Copper treatment. The treatment proptocol will be in sync with the emerging scientific evidence and evolving national guidelines<br>",NA,Yes,NA
covid,CTRI/2020/05/025338,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44033,Intervention1: Ayush 64: Dose:		2 capsules (500 mg each) thrice  daily (2-2-2)<br>Dosage form: 		Tablets <br>Route of Administration:	Oral<br>Time of Administration:	Thrice a day after food<br>Anupana:		Warm Water 	<br>Duration of therapy:	14 days<br><br>Control Intervention1: Not applicable: Not applicable<br>,NA,NA,Yes
covid,CTRI/2020/05/025369,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43485,"Intervention1: Tocilizumab and Current Standard of Care: Dose:  6 mg/kg (up to a maximum of 480 mg), Frequency: Once, Route of Administration: Intravenous Infusion, Total duration of administration: 1 Hour and Standard of CARE will be as per individual Hospital (Study Site) Policy<br>Control Intervention1: Current Standard of Care: Standard of CARE will be as per individual Hospital (Study Site) Policy<br>",NA,Yes,NA
covid,CTRI/2020/06/025575,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43076,"Intervention1: Standard Treatment (STns): 1.	Strict Isolation<br>2.	Standard Precautions (Hand hygiene, Cough Etiquette, Wear surgical mask)<br>3.	Hydration<br>4.	Proper Nutrition<br>5.	Supportive Pharmacotherapy (Antipyretic, Antiallergic, Cough Suppressant)<br>6.	Treatment of Comorbid Diseases<br>7.	Oseltamivir (75 mg BD) for patient who are tested positive for H1N1<br>If the patient improves clinically the same treatment will be continued. If the patient do-not improve or shows sign of severity (mentioned above) the patient will be shifted to the severity arm (S-group) of the clinical trial with randomization again.<br>Intervention2: Standard Treatment for severe patients: (STs): 1.	Strict Isolation<br>2.	Standard Precautions (Hand hygiene, Cough Etiquette, Wear surgical mask)<br>3.	Fluid Therapy <br>4.	Supportive Pharmacotherapy (Antipyretic, Antiallergic, Cough Suppressant)<br>5.	Oxygen supplementation (As required)<br>6.	Invasive ventilation (As required)<br>7.	Antibiotic agents for other associated infections (according to 2019 ATS/IDSA guidelines for non-ICU and ICU patients)<br>8.	Vasopressor support<br>9.	Renal-replacement therapy<br>10.	Treatment of Comorbid Diseases<br>11.	Oseltamivir (75 mg BD) for patient who are tested positive for H1N1<br>Patients will be assessed for clinical improvement in every 48-72 hours of treatment. In case the patient do not respond to the current treatment regimen the patient will be shifted to alternative regimen in the same treatment group. If the patient progress in the same group then patient will be shifted to biologics (Tocilizumab). In case the patient do not respond in the next 48-72 hours and continue to deteriorate on the current treatment then the all experimental treatment will be stopped and Standard Treatment (STs) will be continued. <br><br>Intervention3: Standard Treatment (",NA,Yes,NA
covid,CTRI/2020/06/025760,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44441,Intervention1: Drug sofosbuvir: sofosbuvir 400 mg twice daily for 10 days in all eligible study subjects along with standard of care including tablet hydroxy chloroquine 400 mg twice a day on day 1 followed by 200 mg twice a day upto day 5.<br>Control Intervention1: nil: nil<br>,NA,Yes,NA
covid,CTRI/2020/06/025798,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44460,"Intervention1: Intervention Arm 1: Reinitiation of intravesical BCG from the beginning of the regimen<br>120 mg of intravesical BCG dissolved in 50 ml Normal Saline instilled in bladder via a per urethral catheter, weekly for 6 weeks followed by monthly for 12 months<br>Control Intervention1: Intervention Arm 2: Resumption of Intravesical BCG from where it was interrupted<br>120 mg of intravesical BCG dissolved in 50 ml Normal Saline instilled in bladder via a per urethral catheter, weekly for 6 weeks followed by monthly for 12 months, depending upon from where in the course, the therapy was resumed<br>",NA,NA,NA
covid,CTRI/2020/06/025855,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44386,Intervention1: AYUSH 64: AYUSH 64 02 Capsules of 500mg each orally thrice daily for 14 days as add-on therapy to supportive and symptomatic allopathic treatment for COVID 19 patients<br>Control Intervention1: Control arm: Supportive or symptomatic allopathic treatment as per guideline of study site hospital for COVID 19 patients	<br>,NA,NA,Yes
covid,CTRI/2020/06/025874,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44684,"Intervention1: Kabasura kudineer: Siddha medicine<br>30 â?? 60 ml twice daily orally<br>Control Intervention1: Zinc and Vitamin C: Zinc -100 mg, Vit C â?? 60000 IU twice daily orally<br>",NA,NA,Yes
covid,CTRI/2020/06/025957,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44709,"Intervention1: Favipiravir 200mg Tablets: Dosage Form: Tablets,  <br>Dosage Frequency: 3,600 mg (1,800 mg BID) (Day 1) + 1,600 mg (800 mg BID) (Day 2 or later) for up to maximum of 14 days, <br>Mode of Administration: Oral<br>Intervention2: Umifenovir capsules: 800 mg BID: Dosage Form:  Capsule<br>Dosage Frequency: 800 mg BID, <br>Mode of Administration: Oral<br>Control Intervention1: Favipiravir 200mg Tablets: Dosage Form: Tablets <br>Dosage Frequency: 3,600 mg (1,800 mg BID) (Day 1) + 1,600 mg (800 mg BID) (Day 2 or later) for up to maximum of 14 days, <br>Mode of Administration: Oral<br><br>",NA,Yes,NA
covid,CTRI/2020/06/026119,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44218,Intervention1: ARSENIC ALBUM 30 add on to standard care: 1.	Administration Of Medicine :- Oral Route<br>2.	Form Of Dose:-  04 Globules (Medicated Globules ) <br>3.	Repetition: - according to severity of symptoms Or according to posology<br><br>Intervention2: ARSENIC ALBUM 200 add on to standard care: 1.	Administration Of Medicine :- Oral Rout<br>2.	Form Of Dose:-  04 Globules (Medicated Globules ) <br>3.	Repetition: - according to severity of symptoms Or according to posology<br><br>Control Intervention1: standard care alone: standard care to be given as per applicable guideline<br>,NA,NA,NA
covid,CTRI/2020/06/026187,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45027,Intervention1: ACT12 tablets and ACT 13 dry Syrup along with standard treatment: 2 tablets of ACT12 and 20 ml ACT 13 dry syrup TDS along with standard of care for 10 days<br>Control Intervention1: Standard treatment: Standard treatment as per<br>protocol of ICMR for 10 days<br>,NA,NA,NA
covid,CTRI/2020/06/026220,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44350,"Intervention1: Nafamostat Mesilate Injection 50 mg/ 100 mg vial: Dissolve a daily dose of Nafamostat mesilate in 1000 ml of 5 % dextrose and to be infused at dose of 0.1 mg/kg/hr for 24 hrs by continuous infusion for 10 days<br>If the patient meets clinical improvement/ discharge criteria any time prior to completing infusion on Day 10, the treatment can be stopped earlier and subject can be discharged and followed up as defined in protocol<br>Also, Standard of care as per institutional practice.<br>Patients may be given prophylactic LMWH (e.g., Enoxaparin 1mg/kg per day Subcutaneously) as per investigatorâ??s discretion. Before starting LMWH, investigator should check for bleeding tendency riskand presence of any contraindications. When Nafamostat and LMWH are given concomitantly daily PT/INR and aPTT should be monitored.<br>Control Intervention1: Standard of care as per institutional practice: Standard of care as per institutional practice<br><br>Patients may be given prophylactic LMWH (e.g., Enoxaparin 1mg/kg per day Subcutaneously) as per investigatorâ??s discretion. Before starting LMWH, investigator should check for bleeding tendency riskand presence of any contraindications. When Nafamostat and LMWH are given concomitantly daily PT/INR and aPTT should be monitored.<br>",NA,NA,NA
covid,CTRI/2020/06/026221,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44542,Intervention1: Arogya Kashayam-20: Dose : 100 ml <br>Frequency: Twice a day (morning and evening)<br>Route: Oral.<br>Duration: 10 days.<br>Control Intervention1: Hydroxychloroquine (HCQ): Dose: First day - 800 mg<br>maintenance dose for next five days - 400 mg. <br>Frequency: Twice a day in divided dose.<br>Route : Oral.<br>Duration: 6 days.<br>,NA,Yes,NA
covid,CTRI/2020/06/026227,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44584,"Intervention1: Khameera Marwareed: 5g orally once daily in the morning for 14days<br>Intervention2: Tiryaq-e-Arba: 5gm orally with lukewarm water in the Morning for 14days<br>Intervention3: Unani Joshanda/decoction (Behidana (Cydonia oblonga) 3 gm, Unnab (Zizyphus jujube)<br>5 in number, Sapistan (Cordia myxa)9 in numbers: lukewarm decoction once<br>daily in the Evening for 14days<br><br>Intervention4: Conventional treatment being given in quarantine centers in Delhi: As per Centre/State Govt policy<br>Control Intervention1: Conventional treatment being given in quarantine centers in Delhi: As per Centre/State Govt policy<br>",NA,NA,NA
covid,CTRI/2020/07/026340,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44929,Intervention1: Zinc sulphate 100mg: Micronutrient Zinc combined with standard treatment <br>Tab Zinc Sulphate 100 mg OD<br>Control Intervention1: Standard treatment: Standard medications<br>,NA,NA,NA
covid,CTRI/2020/07/026463,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43844,"Intervention1: Ganjhuvir Syrup: 10 ml Ganjhuvir syrup will be administered 3 times a day, 1 hr before meal, along with SOC for 10 days<br>Intervention2: Ganjhuvir Tablet: 1 Ganjhuvir Tablet will be administered 3 times a day, 1hr before meal, along with SCO for 10 days.<br>Control Intervention1: Standard of Care treatment: As prescribed and as recomended<br>",NA,Yes,NA
covid,CTRI/2020/07/026468,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44844,"Intervention1: Formulation 3 and SOC: Yashtimadhu, 300 mg, 2 tablets ,2 times a day for 12 weeks along with standard of care.<br>Control Intervention1: Only Standard of Care Treatment: As per Hospital protocol<br>",NA,NA,NA
covid,CTRI/2020/07/026470,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45363,"Intervention1: Siddha Medicines in fixed regimen: Kaba Sura Kudineer Chooranam â?? Decoction â?? Two times daily before 30 min of meals for 14 days, <br><br>Adathodai Manapagu â?? 10 ml â?? Three times daily after meals for 14 days,<br><br>Thaleesadhi Chooranam Mathirai 500 mg â?? 2 tablet - Four times daily after meals for 14 days,<br><br>Brammhanandha bairavam 100 mg â?? 1 pill - Two times daily after meals for 7 days when fever does not subside for 7 days after administering above three medicines. This Brammhanandha bairavam 100 mg pill will not be administered initially for first 7 days. <br><br>Control Intervention1: Not Applicable: No treatment<br>",NA,NA,Yes
covid,CTRI/2020/07/026515,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45584,"Intervention1: Resveratrol-Copper tablets: Patients will receive Resveratrol-Copper tablets (1 tablet 4 times per day) from the date of randomization to the day of discharge or death, whichever is earlier. Patients in this arm can also receive all standard treatment that the treating team considers appropriate including any other antibiotic, antibacterial, antiviral or antimicrobial drugs.<br>Intervention2: Chlorophyllin tablets: Patients will receive oral Chlorophyllin tablets daily under fasting conditions at a dose of 750 mg OD from the date of randomization to the day of discharge or death, whichever is earlier. Patients in this arm can also receive all standard treatment that the treating team considers appropriate including any other antibiotic, antibacterial, antiviral or antimicrobial drugs.<br>Control Intervention1: Standard treatment: Patients in this arm can receive all standard treatment that the treating team considers appropriate including any other antibiotic, antibacterial, antiviral or antimicrobial drugs.<br>",NA,Yes,NA
