study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
covid,CTRI/2020/07/026575,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45500,Evaluation of Effect of Sahadevi (Vernonia cinerea) Powder in symptomatic improvement of mild to moderate COVID 19 Positive Patients a double blind placebo controlled study.,NA,NA,"Randomized, Parallel Group, Placebo Controlled Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Pharmacy-controlled Randomization  Blinding and masking:Participant, Investigator, Outcome Assessor and Date-entry Operator Blinded",Yes,Yes,Yes,Yes,CTRI,Phase 2,No,No,No,Yes,No,No,2020-07-20,48,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
Health Condition 2: J969- Respiratory failure, unspecified
",FALSE,FALSE,2020-07-14,Phase 2,Sahadevi Choorna for COVID 19,India,Parul Institute of Ayurved Parul University
covid,CTRI/2020/07/026705,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45088,"A Randomized, Open Label, Parallel Efficacy, Active Control, Exploratory Clinical Trial to Evaluate Efficacy and Safety of an Ayurvedic Formulation (AYUSH 64) as Adjunct Treatment to Standard of Care for the management of Mild to Moderate COVID-19 Patients",Treatment,NA,"Randomized, Parallel Group, Active Controlled Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Case Record Numbers  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Phase 1,No,No,No,Yes,No,No,2020-07-28,80,"Health Condition 1: B342- Coronavirus infection, unspecified
",FALSE,FALSE,2020-07-20,Phase 1,Efficacy and safety of AYUSH 64 tablets in treating mild to moderate Covid 19 patients,India,Central council for research in Ayurveda and Siddha
covid,CTRI/2020/07/026922,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45909,An Open Label Single arm Clinical Trial on the effectiveness of Ayurveda interventions in the management of Hospitalized Mild to moderate COVID-19 patients.,NA,NA,"Single Arm Trial
  Method of generating randomization sequence:Not Applicable  Method of allocation concealment:Not Applicable  Blinding and masking:Not Applicable",No,Not applicable,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-08-04,30,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-07-30,N/A,Ayurvedic intervention in COVID-19 patients,India,State plan management Unit National Health Mission Uttar Pradesh
covid,CTRI/2020/08/027043,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43175,A Phase 1 clinical trial of intravenous administration of mesenchymal stem cells derived from umbilical cord and placenta in patients with novel COVID-19 virus pneumonia.,NA,NA,"Single Arm Trial
  Method of generating randomization sequence:Not Applicable  Method of allocation concealment:Not Applicable  Blinding and masking:Not Applicable",No,Not applicable,No,Yes,CTRI,Phase 1,No,No,No,Yes,No,No,2020-08-10,20,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-08-09,Phase 1,Mesenchymal Stem Cell Therapy For Covid 19,India,Neurogen Brain and Spine Institute
covid,CTRI/2020/08/027061,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45729,"A Prospective, Single-Center, Investigator Initiated Clinical Study to Evaluate the
Effectiveness and Safety of Thymosin Î±-1 (TÎ±1) in severe COVID-19 patients",NA,No,"Single Arm Trial
  Method of generating randomization sequence:Not Applicable  Method of allocation concealment:Not Applicable  Blinding and masking:Not Applicable",No,Not applicable,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-08-13,15,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-08-10,N/A,Investigator Initiated Study to see the safety and efficacy of adding Thymosin Alpha to existing standard of care in severe COVID patients.,India,Dr Rahul Pandit
covid,CTRI/2020/08/027284,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46679,"A prospective, multicenter, randomized, open-label, parallel design study to evaluate efficacy and safety of Aceinavir combined with supportive Standard of Care (SoC) with moderate Coronavirus disease (COVID-19) in hospitalized patients",NA,Yes,"Other
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Not Applicable  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-08-28,44,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-08-20,N/A,A study to evaluate the efficacy and safety of Aceinavir combined with supportive Standard of Care (SoC) in hospitalized patients with moderate coronavirus disease (COVID-19),India,Dyuthi Biosciences Private Limited
covid,CTRI/2020/08/027345,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45932,Selection and Prioritization of Antiviral Drugs used for Hepatitis C Virus (HCV) and evaluation of their efficacy and safety in COVID- 19 Patients: A Rational target- based Pilot Repurposing Trial - SPARTACOS-19 trial,Treatment,NA,"Randomized, Parallel Group, Multiple Arm Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:On-site computer system  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Phase 3,No,No,No,Yes,No,No,2020-08-31,175,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-08-24,Phase 3,Re-purposing of Anti HCV drugs for the treatment of COVID-19 diseasr,India,Pt B D Sharma post graduate institute of medical sciences
covid,CTRI/2020/08/027346,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46229,A prospective randomized controlled clinical trial to evaluate the efficacy and safety of Ayurvedic interventions in the management of COVID-19(Asymptomatic to moderate cases),NA,NA,"Randomized, Parallel Group, Active Controlled Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:An Open list of random numbers  Blinding and masking:Not Applicable",Yes,Yes,No,Yes,CTRI,Phase 3,No,No,No,Yes,No,No,2020-08-25,60,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-08-24,Phase 2/ Phase 3,To assess the clinical efficacy of Ayurvedic interventions in managing asymptomatic to mild cases of COVID-19,India,Shri Dhanwantry ayurevdic college and hospital
covid,CTRI/2020/08/027501,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44303,An open label proof of concept study to assess aspects of safety and efficacy of Nuvastaticâ?¢ (C5OSEW5050ESA) as an immunomodulator adjuvant therapy to the standard care of treatment in Covid 19 patients. - Covid Nuvastatic,Treatment,NA,"Other
  Method of generating randomization sequence:Random Number Table  Method of allocation concealment:An Open list of random numbers  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-09-10,10,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
Health Condition 2: J708- Respiratory conditions due to other specified external agents
",FALSE,FALSE,2020-08-31,N/A,A study to assess aspects of safety and efficacy of Nuvastaticâ?¢ (C5OSEW5050ESA) as an immunomodulator supportive treatment to the standard care of treatment in Covid 19 patients.,India,NatureCeuticals Sdn Bhd
covid,CTRI/2020/09/027622,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46908,Role of short term oral oestradiol in natural oestrogen deficient symptomatic COVID-19 patients-a Randomized Control Study,NA,NA,"Randomized, Parallel Group Trial
  Method of generating randomization sequence:Stratified block randomization  Method of allocation concealment:Not Applicable  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-09-08,64,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-09-07,N/A,Role of female sex hormone in COVID 19 patients,India,Dr Shikha seth
covid,CTRI/2020/09/027775,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47367,"A prospective, randomized, double blind, placebo-controlled clinical study to evaluate the efficacy and safety of ES16001 as an adjunct to standard of care treatment on mild to moderate COVID-19 positive subjects undergoing treatment for COVID-19 in Hospital Quarantine (Dedicated Covid Health Centre).",Treatment,NA,"Randomized, Parallel Group, Placebo Controlled Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Pre-numbered or coded identical Containers  Blinding and masking:Participant and Investigator Blinded",Yes,Yes,Yes,Yes,CTRI,Phase 2,No,No,No,Yes,No,No,2020-09-19,60,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-09-11,Phase 2,Efficacy and safety clinical study of ES16001 as an adjunct in COVID positive patients.,India,GENECELL CO LTD
covid,CTRI/2020/09/027938,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47586,A randomised double blind trial to evaluate the activity of formulation of Particle Life Sciences in the management of SARS-CoV-2 Infection.,NA,NA,"Randomized, Parallel Group, Active Controlled Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Pre-numbered or coded identical Containers  Blinding and masking:Participant and Investigator Blinded",Yes,Yes,Yes,Yes,CTRI,Phase 3,No,No,No,Yes,No,No,2020-09-25,100,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-09-21,Phase 3,Study of Particle Life Sciences Formulation in management of COVID-19,India,Particle Life Sciences
covid,CTRI/2020/09/028043,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47443,"A Prospective, Randomized, Open label Three Armed Clinical study to assess the role of
Vasa Ghana(whole Aqueous extract of Adhatoda vasica), Guduchi Ghana (whole Aqueous
extract of Tinospora cordifolia) and Vasa-Guduchi Ghana (whole Aqueous extract of
Adhatoda vasica &amp;Tinospora cordifolia combined) in management of symptoms and
preventing the progression of severity of the disease in SARS-CoV2 tested positive
asymptomatic and mild COVID-19 cases",Prevention,NA,"Randomized, Parallel Group, Multiple Arm Trial
  Method of generating randomization sequence:Random Number Table  Method of allocation concealment:Pre-numbered or coded identical Containers  Blinding and masking:Open Label",Yes,Yes,No,No,CTRI,Phase 4,No,No,No,Yes,No,No,2020-09-21,50,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-09-24,Phase 4,"Clinical study to assess role of Vasa Ghana, Guduchi Ghana and Vasa-Guduchi
Ghana in therapeutic management of symptoms in Covid19",India,Ministry of AYUSH Govt of India
covid,CTRI/2020/10/028231,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47237,"An Investigator Initiated, Open Label, Multi Center, Proof of Concept Study of Ketoji (Liquid) for its Effectiveness in Treatment and Management of COVID-19 Patients",Treatment,NA,"Single Arm Trial
  Method of generating randomization sequence:Other  Method of allocation concealment:An Open list of random numbers  Blinding and masking:Open Label",No,Not applicable,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-10-12,15,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-10-05,N/A,Proof of Concept Study of Ketoji (Liquid) for its Effectiveness in Treatment and Management of COVID-19 Patients,India,Dr Kapil G Zirpe
covid,CTRI/2020/10/028253,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47986,Use of thalidomide as a universally affordable immunomodulator in patients with moderate and moderate-to-severe COVID-19 disease,NA,NA,"Single Arm Trial
  Method of generating randomization sequence:Not Applicable  Method of allocation concealment:Not Applicable  Blinding and masking:Not Applicable",No,Not applicable,No,Yes,CTRI,Phase 2,No,No,No,Yes,No,No,2020-10-10,20,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-10-06,Phase 2,A clinical trial to test the effectiveness of thalidomide in reducing immune dysfunction in covid-19 disease.,India,Dr Abhijit R Lodha
covid,CTRI/2020/10/028326,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=48214,Assessment of innate memory NK cells in response to Mycobacterium Indicus Pranii vaccination as a part of a national clinical trial.,NA,NA,"Randomized, Parallel Group, Active Controlled Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Other  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-10-20,40,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-10-09,N/A,Assessment of memory cells response to Mycobacterium Indicus Pranii vaccination,India,Manashi Chakrabarti Foundation
covid,CTRI/2020/10/028471,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=48593,"Immunological Effect of the drug â??Immuneâ??- an Ayurveda medication in COVID-19 patients
",NA,NA,"Randomized, Parallel Group, Placebo Controlled Trial
  Method of generating randomization sequence:Random Number Table  Method of allocation concealment:Alternation  Blinding and masking:Participant and Investigator Blinded",Yes,Yes,Yes,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-11-02,50,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
Health Condition 2: B999- Unspecified infectious disease
",FALSE,FALSE,2020-10-19,N/A,"Effect of the drug â??Immuneâ??- an Ayurveda medication in COVID-19 patients
",India,NGR Vishnu Sri
covid,CTRI/2020/10/028581,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47042,Inhalation Budesonide in  the treatment of patients with mild Covid-19,Treatment,NA,"Randomized, Parallel Group, Active Controlled Trial
  Method of generating randomization sequence:Other  Method of allocation concealment:Not Applicable  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-10-23,1000,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-10-23,N/A,Clinical trial to study the effect of Budesonide taken through inhalation in mild COVID cases,India,Dr Tushar Patel
covid,CTRI/2020/10/028695,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43749,Role of Oral Vitamin C in Reducing the Duration and Severity of symptoms in COVID-19 Positive Patients: Prospective Randomized Controlled Trial,NA,NA,"Randomized, Parallel Group Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Sequentially numbered, sealed, opaque envelopes  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Phase 4,No,No,No,Yes,No,No,2020-11-05,100,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-10-28,Phase 4,Can Vitamin C reduces COVID-19 symptoms,India,Nil
covid,CTRI/2020/10/028731,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46442,"Higher vs. Lower Doses of Dexamethasone in Patients with COVID-19 and Severe Hypoxia
 - COVID STEROID 2 trial",NA,Yes,"Randomized, Parallel Group Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Centralized  Blinding and masking:Participant, Investigator and Outcome Assessor Blinded",Yes,Yes,Yes,Yes,CTRI,Phase 3,No,No,No,Yes,Yes,No,2020-11-01,1500,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-10-29,Phase 3,Higher vs. Lower Doses of Steroids in Patients with COVID-19,India;Denmark,Professor Anders Perner
covid,CTRI/2020/11/028779,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=48578,"A phase I, open label, parallel, randomised trial to assess the safety and efficacy of SARS-CoV-2 Equine Antiserum Immunoglobulin (Purified F(ab)2 fragment) in hospitalised COVID-19 patients with moderate disease in addition to standard of care. - None",NA,NA,"Randomized, Parallel Group, Active Controlled Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:On-site computer system  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Phase 1,No,No,No,Yes,No,No,2020-11-05,72,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-11-02,Phase 1,Effect of SARS-CoV-2 Equine Antiserum Immunoglobulin (Purified F(ab)2 fragment) in hospitalised COVID-19 patients with moderate disease.,India,Biological ELimited
covid,CTRI/2020/11/028959,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=48272,Comparison of outcome in Coronavirus disease 2019 (COVID-19) pneumonia patients with or without recombinant erythropoietin (r-EPO) â?? a prospective randomized controlled study.,NA,NA,"Randomized, Parallel Group Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Sequentially numbered, sealed, opaque envelopes  Blinding and masking:Not Applicable",Yes,Yes,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-11-06,40,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
Health Condition 2: J22- Unspecified acute lower respiratory infection
",FALSE,FALSE,2020-11-06,N/A,Effect of recombinant erythropoietin in covid-19 patients.,India,All India Institute Of Medical Sciences New Delhi
covid,CTRI/2020/11/029328,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=49552,"A prospective, interventional, randomized, double-blind, placebo-controlled
study to evaluate the safety and effectiveness of IND02 capsules (Cinamuneâ?¢) in hospitalized SARS-CoV2 positive patients with mild to moderate COVID-19, managed as per the Government of India COVID-19 management guidelines, at COVID-19 management centres offering integrated Ayurvedic care.
",NA,NA,"Other
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Centralized  Blinding and masking:Participant, Investigator, Outcome Assessor and Date-entry Operator Blinded",Yes,Yes,Yes,Yes,CTRI,Phase 2,No,No,No,Yes,No,No,2020-11-30,118,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-11-24,Phase 2,A phase II study to evaluate safety and effectiveness of IND02 Capsules in patients who are hospitalized SARS-CoV2 positive patients with mild to moderate COVID-19 at COVID management centres offering Ayurvedic care.,India,Indus Biotech Private Limited
main,DRKS00016147,http://www.drks.de/DRKS00016147,Controlled human cross-over intervention trial to demonstrate the bioactivity of Tropaeolum majus (nasturtium) - pre-study - Tropaeolum pre-Study,Prevention,NA,Allocation: Single arm study;. Masking: Open (masking not used). Control: Uncontrolled/Single arm. Assignment: Single (group). Study design purpose: Prevention;,No,Not applicable,No,Yes,DRKS,Undefined,No,No,No,No,Yes,No,2019-02-01,3,health promoting potential # Healthy volunteers,DRKS00016548,FALSE,2019-01-14,N/A,Controlled human cross-over intervention trial to demonstrate the bioactivity of Tropaeolum majus (nasturtium) - pre-study,Germany,Universitätsklinikum FreiburgInstitut für Infektionsprävention und KrankenhaushygieneMolekulare Präventivmedizin
main,DRKS00016757,http://www.drks.de/DRKS00016757,Prevention of dental erosions by rinsing with calcium and fluoride containing solutions,Prevention,NA,Allocation: Randomized controlled trial;. Masking: Blinded (assessor). Control: Control group receives no treatment. Assignment: Crossover. Study design purpose: Prevention;,Yes,Yes,Yes,Yes,DRKS,Undefined,No,No,No,No,Yes,No,2019-12-01,12,;K03.2 - Erosion of teeth,FALSE,FALSE,2019-02-18,N/A,Prevention of dental erosions by rinsing with calcium and fluoride containing solutions,Switzerland,"Universität Zürich, Zentrum für Zahnmedizin, Klinik für Präventivzahnmedizin, Parodontologie und Kariologie"
main,DRKS00016907,http://www.drks.de/DRKS00016907,Evaluation of baseline fracture risk in younger postmenopausal women with breast cancer using different risk assessment methods - EPI -OSt,Other,NA,Allocation: Non-randomized controlled trial;. Masking: Open (masking not used). Control: Historical. Assignment: Other. Study design purpose: Diagnostic;,No,Not applicable,No,No,DRKS,Undefined,No,No,No,No,Yes,No,2017-08-01,343,;M81.00 - [generalization M81.0: Postmenopausal osteoporosis],FALSE,FALSE,2019-03-07,N/A,Evaluation of baseline fracture risk in younger postmenopausal women with breast cancer using different risk assessment methods,Austria,Univ.Klinik für Nuklearmedizin
im,EUCTR2006-001095-21-Outside-EU/EEA,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2006-001095-21,"Immunogenicity and Safety of PEDIACEL®, a Combined Diphtheria, Tetanus, Five Component Acellular Pertussis, Inactivated Poliomyelitis and Haemophilus influenzae Type b Conjugate Vaccine (Adsorbed), Compared to Infanrix®-IPV+Hib when Both Vaccines are Co-Administered with Prevenar® to Infants and Toddlers at 2, 3, 4 and 12-18 Months of Age",NA,Yes,"Controlled: yesRandomised: yesOpen: noSingle blind: yesDouble blind: noParallel group: noCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: noOther: yesOther specify the comparator: Infanrix-IPV+HibNumber of treatment arms in the trial: 2",Yes,Yes,Yes,NA,EUCTR,Unreported,No,No,No,No,Yes,No,NA,560,"Pertussis, adsorbed diphtheria and tetanus toxoids, inactivated poliomyelitis and polysaccharide of H. influenza type b bound to tetanus toxoid;Therapeutic area: Diseases [C] - Virus Diseases [C02]",NCT00343421,FALSE,2016-04-19,NULL,Study to Compare PEDIACEL® to Infanrix®-IPV+Hib When Both Are Co-Administered With Prevenar® in Infants and Toddlers,France;Poland,Sanofi Pasteur Inc.
im,EUCTR2011-004451-39-Outside-EU/EEA,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2011-004451-39,Evaluation of Antibody Persistence at 3.5 and 4.5 Years of Age in Healthy Children After Primary Series and Booster Vaccination with Investigational (DTaP-IPV-HB-Hib) or Infanrix™ hexa vaccines in Latin America,NA,Yes,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: noCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: noOther: yesOther specify the comparator: Infanrix™ HexaNumber of treatment arms in the trial: 2",Yes,Yes,Yes,NA,EUCTR,Unreported,No,No,Yes,No,No,No,NA,699,"Diphtheria, Tetanus, Whooping Cough, Hepatitis B, Poliomyelitis, Haemophilius Influenzae Type b;Therapeutic area: Diseases [C] - Virus Diseases [C02]",NCT01983540,FALSE,2016-04-19,NULL,Antibody Persistence at Age 3.5 and 4.5 Years After Primary and Booster DTaP-IPV-Hep B-PRP~T or Infanrix Hexa Vaccination,Colombia;Costa Rica,Sanofi Pasteur Inc.
im,EUCTR2013-000046-19-SK,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2013-000046-19,"A Randomized, Double-blind, Event-driven, Multicenter Study Comparing the Efficacy and Safety of Oral Rivaroxaban with Placebo for Reducing the Risk of Death, Myocardial Infarction or Stroke in Subjects with Heart Failure and Significant Coronary Artery Disease Following an Episode of Decompensated Heart Failure - COMMANDER HF Study",NA,Yes,"Controlled: yes                Randomised: yes                Open: no                Single blind: no                Double blind: yes                Parallel group: yes                Cross over: no                Other: no                If controlled, specify comparator, Other Medicinial Product: no                Placebo: yes                Other: no                Number of treatment arms in the trial: 2",Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,Yes,Yes,Yes,Yes,Yes,2016-08-22,5000,"Prevention of death, heart attack and stroke in patients with heart failure and significant coronary artery disease  following an episode of decompensated HF (index event). <br>                MedDRA version: 19.1                Level: LLT                Classification code 10008908                Term: Chronic heart failure                System Organ Class: 100000004849            ;Therapeutic area: Diseases [C] - Cardiovascular Diseases [C14]",FALSE,FALSE,2016-07-20,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,"A Study to Assess the Effectiveness and Safety of Rivaroxaban in Reducing the Risk of Death, Myocardial Infarction or Stroke in Participants with Heart Failure and Coronary Artery Disease Following an Episode of Decompensated Heart Failure","Argentina;Brazil;Poland;Romania;Bulgaria;Germany;Japan;Sweden;Canada;Mexico;Hungary;Czech Republic;United Kingdom;Turkey;Lithuania;Korea, Republic of;China;Netherlands;Latvia;Australia;Denmark;Malaysia;France;Italy;Russian Federation;Ukraine;Spain;Greece;Slovakia;Estonia;United States;Portugal",Janssen-Cilag International NV
im,EUCTR2013-004154-22-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2013-004154-22,A Phase 3 Randomized Double-blind Study Comparing TR-701 FA and Linezolid in Ventilated Gram-positive Nosocomial Pneumonia - TR701-132,NA,Yes,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: no<br>                Single blind: no<br>                Double blind: yes<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: yes<br>                Placebo: yes<br>                Other: no<br>                Number of treatment arms in the trial: 2<br>",Yes,Yes,Yes,NA,EUCTR,Phase 3,Yes,No,Yes,Yes,Yes,No,2015-12-24,726,Ventilated Gram-positive nosocomial pneumonia <br>                MedDRA version: 20.1                Level: LLT                Classification code 10052596                Term: Nosocomial pneumonia                System Organ Class: 100000004862            ;Therapeutic area: Diseases [C] - Bacterial Infections and Mycoses [C01],NCT02019420,FALSE,2018-02-27,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,"The purpose of this study is to learn if an experimental antibiotic called TR-                701 FA can safely and effectively treat ventilated patients with hospitalacquired                bacterial pneumonia (HABP) or ventilator-associated bacterial                pneumonia. The experimental antibiotic will be tested against the already                approved antibiotic Linezolid. The sponsor of the study wants to prove,                that the new medication isn't inferior regarding efficacy and safety as                compared to the already approved medication Linezolid.",Portugal;Serbia;United Arab Emirates;Estonia;Slovakia;Greece;Spain;Ukraine;Lebanon;Barbados;Russian Federation;Israel;Sri Lanka;Switzerland;Italy;India;France;Jordan;South Africa;Latvia;Bosnia and Herzegovina;Turkey;Austria;United Kingdom;Czech Republic;Hungary;Belgium;Croatia;Kazakhstan;Georgia;Germany,CUBIST PHARMACEUTICALS INC.
im,EUCTR2013-005429-21-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2013-005429-21,Multicentre randomised controlled trials of minimally-invasive surfactant therapy in preterm infants 25 – 28 weeks gestation on continuous positive airway pressure. - OPTIMIST-A,NA,Yes,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: yesCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: noOther: yesOther specify the comparator: A sham procedure will be performed.Number of treatment arms in the trial: 2",Yes,Yes,Yes,Yes,EUCTR,Phase 4,No,Yes,No,Yes,Yes,Yes,2016-06-13,606,Respiratory Distress Syndrome in Premature Babies.;Therapeutic area: Diseases [C] - Respiratory Tract Diseases [C08],ACTRN12611000916943,FALSE,2016-04-18,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): yes,"Premature infants between 25 and 28 weeks gestation may develop lung disease and require respiratory support of continuous positive airway pressure (CPAP). The trial is looking at if there is a benefit from giving a medication called surfactant at an early stage, delivered via a narrow tube briefly placed into the windpipe.",United States;Slovenia;Turkey;Australia;Israel;Netherlands;New Zealand,Menzies Institute of Medical Research University of Tasmania
