study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
main,EUCTR2018-002303-33-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002303-33,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of Padsevonil as Adjunctive Treatment of Focal-Onset Seizures in Adult Subjects With Drug-Resistant Epilepsy",Treatment,Yes,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: yesCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: yesOther: noNumber of treatment arms in the trial: 4",Yes,Yes,Yes,NA,EUCTR,Phase 3,No,Yes,Yes,Yes,Yes,No,2019-04-24,555,Focal-Onset Seizures <br>MedDRA version: 20.0Level: LLTClassification code 10065337Term: Focal epilepsySystem Organ Class: 100000004852;Therapeutic area: Diseases [C] - Nervous System Diseases [C10],NCT03739840,FALSE,2019-05-21,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,A study to test the efficacy and safety of padsevonil as treatment of focal-onset seizures in adult subjects with drug-resistant epilepsy,Serbia;United States;Portugal;Estonia;Slovakia;Greece;Spain;Italy;Switzerland;France;Denmark;Netherlands;Bosnia and Herzegovina;Finland;Turkey;Austria;United Kingdom;Hungary;Czech Republic;Mexico;Belgium;Poland;Croatia;Bulgaria;Germany;Sweden,UCB Biopharma SPRL
im,EUCTR2018-002470-42-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002470-42,Assessment of viral shedding week following administration of live attenuated influenza vaccine in children: FluSHED-2 study - FluSHED-2,NA,NA,"Controlled: no<br>Randomised: no<br>Open: no<br>Single blind: no<br>Double blind: no<br>Parallel group: no<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: no<br>Other: no<br>",No,Not applicable,NA,Yes,EUCTR,Phase 4,No,No,No,No,Yes,No,2018-08-30,30,Prevention of influenza infection through immunisation <br>MedDRA version: 20.0Level: LLTClassification code 10016794Term: Flu vaccinationSystem Organ Class: 100000004865;Therapeutic area: Body processes [G] - Immune system processes [G12],NCT03735147,FALSE,2018-07-10,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): yes,"An observational study of the nasal influenza vaccine, by measuring how much and what strains of flu virus are seen in the noses of children given the nasal flu vaccine in 2018-19, and comparing this to antibody levels in blood and oral fluid.",United Kingdom,Imperial College London JRC Office
im,EUCTR2018-002876-41-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002876-41,Assesment of Propofol sedation during intra tracheal surfactant administration by the LISA method (Less Invasive Surfactant Administration) - PROLISA,NA,NA,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: no<br>                Single blind: no<br>                Double blind: yes<br>                Parallel group: yes<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: yes<br>                Other: no<br>                Number of treatment arms in the trial: 2<br>",Yes,Yes,Yes,No,EUCTR,Phase 3,No,No,No,No,Yes,No,NA,542,"Respiratory Distress Syndrome of preterm babies born < 32 weeks of gestational age;Therapeutic area: Analytical, Diagnostic and Therapeutic Techniques and Equipment [E] - Anesthesia and Analgesia [E03]",FALSE,FALSE,2018-08-08,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,Assesment of Propofol sedation during intra tracheal surfactant administration by the LISA method (Less Invasive Surfactant Administration),France,CHU Grenoble-Alpes
im,EUCTR2018-003117-18-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003117-18,"A phase III randomized, controlled, open label multicenter clinical trial, with two parallel groups, to evaluate the efficacy of albumin administration in patients hospitalized with community-acquired pneumonia (ALBUCAP)",NA,Yes,"Controlled: yes<br>Randomised: yes<br>Open: yes<br>Single blind: no<br>Double blind: no<br>Parallel group: yes<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: no<br>Other: yes<br>Other specify the comparator: STANDARD OF CARE<br>Number of treatment arms in the trial: 2<br>",Yes,Yes,No,Yes,EUCTR,Phase 3,No,No,No,No,Yes,No,2019-07-10,360,Community-acquired pneumonia (CAP) <br>MedDRA version: 20.0Level: PTClassification code 10035664Term: PneumoniaSystem Organ Class: 10021881 - Infections and infestations;Therapeutic area: Diseases [C] - Respiratory Tract Diseases [C08],NCT04071041,FALSE,2019-04-12,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,To evaluate the efficacy of albumin administration in patients hospitalized with community-acquired pneumonia (ALBUCAP),Spain,Dr. Jordi Carratalà Fernández (Servicio de Enfermedades Infecciosas) del Hospital Universitario de Bellvitge
main,EUCTR2018-003739-32-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003739-32,"Actuate 1801: Phase 1/2 Study of 9-ING-41, a Glycogen Synthase Kinase-3 Beta (GSK-3ß) Inhibitor, as a Single Agent and Combined with Chemotherapy, in Patients with Refractory Hematological Malignancies or Solid Tumors. - Actuate 1801: Phase 1/2 of 9-ING-41 in Refractory Malignancies",NA,Yes,"Controlled: noRandomised: noOpen: yesSingle blind: noDouble blind: noParallel group: noCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: noOther: no",No,Not applicable,No,Yes,EUCTR,Phase 2,No,Yes,No,No,Yes,No,2020-02-28,350,"Refractory Hematologic Malignancies or Solid Tumors <br>MedDRA version: 21.1Level: PTClassification code 10066476Term: Haematological malignancySystem Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) <br>MedDRA version: 21.1Level: LLTClassification code 10065147Term: Malignant solid tumorSystem Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps);Therapeutic area: Diseases [C] - Cancer [C04]",FALSE,FALSE,2019-10-30,Human pharmacology (Phase I): yesTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,"A clinical trial of a new drug known as 9-ING-41, that will take place inpatients with tumors or cancers that affect the blood and lymph system.9-ING-41 will be assessed as a standalone drug as well as being assessedwhen taken with chemotherapy drugs",France;United States;Spain;Denmark;Germany;Netherlands;United Kingdom,Actuate Therapeutics Inc
main,EUCTR2018-004024-11-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004024-11,"An Open-Label, Multinational, Phase 1/2 Study of the Safety and Dose Escalation of SHP648, an Adeno-Associated Virus Serotype 8 (AAV8) Vector Expressing FIX Padua in Hemophilia B Subjects",NA,Yes,"Controlled: no<br>Randomised: no<br>Open: yes<br>Single blind: no<br>Double blind: no<br>Parallel group: no<br>Cross over: no<br>Other: yes<br>Other trial design description: Dose Escalation <br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: no<br>Other: no<br>Number of treatment arms in the trial: 3<br>",No,Not applicable,No,Yes,EUCTR,Phase 2,No,No,No,Yes,Yes,No,2020-02-26,21,"Hemophilia B is a X-linked recessive bleeding disorder caused by mutations in the gene encoding clotting factor IX (FIX) that result in disruption of the normal clotting pathway. Hemophilia B affects 1 in 25,000 male births. Disease severity correlates directly with the concentration of functional FIX protein in the plasma. Severe disease is characterized as having <1% of normal plasma levels of FIX (100% = 1 IU activity/mL or approximately 5000 ng protein/mL). <br>MedDRA version: 20.0Level: LLTClassification code 10060614Term: Hemophilia B (Factor IX)System Organ Class: 100000004850;Therapeutic area: Diseases [C] - Blood and lymphatic diseases [C15]",EUCTR2018-004024-11-ES,FALSE,2019-10-08,Human pharmacology (Phase I): yesTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,"A Phase 1/2 study of SHP648, an Adeno-Associated Viral Vector for Gene Transfer in Hemophilia B Subjects",France;Hungary;Spain;Turkey;Austria;Germany;Italy,Baxalta Innovations GmbH
im,EUCTR2018-004056-37-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004056-37,"A PHASE IIIB, MULTICENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, CLINICAL EFFICACY STUDY OF BALOXAVIRMARBOXIL FOR THE REDUCTION OF DIRECT TRANSMISSION OF INFLUENZA FROM OTHERWISE HEALTHY PATIENTS TOHOUSEHOLD CONTACTS - Centerstone",NA,Yes,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: yesCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: yesOther: noNumber of treatment arms in the trial: 2",Yes,Yes,Yes,Yes,EUCTR,Phase 3,Yes,Yes,Yes,Yes,Yes,No,2019-09-11,1130,Influenza <br>MedDRA version: 20.0Level: LLTClassification code 10022001Term: Influenza (epidemic)System Organ Class: 100000004862 <br>MedDRA version: 20.1Level: LLTClassification code 10022003Term: Influenza B virus infectionSystem Organ Class: 100000004862 <br>MedDRA version: 20.1Level: LLTClassification code 10022002Term: Influenza A virus infectionSystem Organ Class: 100000004862 <br>MedDRA version: 20.0Level: LLTClassification code 10016790Term: FluSystem Organ Class: 100000004862;Therapeutic area: Diseases [C] - Virus Diseases [C02],NCT03969212,FALSE,2019-07-24,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,A Study of Baloxavir Marboxil for the Reduction of Direct Transmission of Influenza from Otherwise Healthy Patients to Household Contacts,United States;Hong Kong;Greece;Spain;Costa Rica;Turkey;Israel;United Kingdom;Switzerland;India;Mexico;Argentina;Brazil;Singapore;South Africa;Japan;China,F. Hoffmann-La Roche Ltd
main,EUCTR2018-004451-20-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004451-20,"A  multicenter,  open  label,  single-arm  pilot  study  to  evaluate  the efficacy and safety of guselkumab in patients with moderate to severe palmoplantar pustulosis (PPP)",NA,Yes,"<br>                Controlled: no<br>                Randomised: no<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: no<br>                Other: no<br>                Number of treatment arms in the trial: 1<br>",No,Not applicable,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2019-07-17,50,Adult men and women with palmoplantar pustulosis <br>                MedDRA version: 21.1                Level: PT                Classification code 10050185                Term: Palmoplantar pustulosis                System Organ Class: 10040785 - Skin and subcutaneous tissue disorders            ;Therapeutic area: Diseases [C] - Skin and Connective Tissue Diseases [C17],FALSE,FALSE,2019-04-09,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): yes                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): no,"A  multicenter,  open  label,  single-arm  pilot  study  to  evaluate  the efficacy and safety of guselkumab in patients with moderate to severe palmoplantar pustulosis (PPP)",Germany,Rheinische Friedrich-Wilhelms-Universität Bonn
main,EUCTR2018-004567-31-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-004567-31,"A Randomized, Double-Blind, Controlled Phase 3 Study of Cabozantinib in Combination with Nivolumab and Ipilimumab versus Nivolumab and Ipilimumab in Subjects with Previously Untreated Advanced or Metastatic Renal Cell Carcinoma of Intermediate or Poor Risk",NA,Yes,"Controlled: yes<br>Randomised: yes<br>Open: no<br>Single blind: no<br>Double blind: yes<br>Parallel group: yes<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: yes<br>Placebo: yes<br>Other: no<br>Number of treatment arms in the trial: 2<br>",Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,Yes,Yes,Yes,Yes,Yes,2019-12-11,676,Metastatic Renal Cell Carcinoma <br>MedDRA version: 21.1Level: LLTClassification code 10050076Term: Metastatic renal carcinomaSystem Organ Class: 100000004864;Therapeutic area: Diseases [C] - Cancer [C04],EUCTR2018-004567-31-ES,FALSE,2019-05-20,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,"This is a randomized, double-blind, controlled trial to evaluate the efficacy and safety of cabozantinib in combination with nivolumab and ipilimumab versus nivolumab and ipilimumab in previously untreated subjects with intermediate- and poor-risk advanced or metastatic RCC",United States;Hong Kong;Finland;Spain;Austria;Israel;Chile;United Kingdom;Italy;France;Czech Republic;Hungary;Mexico;Canada;Argentina;Poland;Belgium;Brazil;Singapore;Australia;Netherlands;Germany;New Zealand,"Exelixis, Inc."
main,EUCTR2019-000069-19-PT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000069-19,Evaluating the Long-Term Outcomes and Durability of Effect Following Treatment with Cladribine Tablets for Multiple Sclerosis: An Exploratory Phase IV Ambispective Study of Patients Who Previously Participated in the CLARITY/CLARITY-EXT and ORACLE MS Clinical Trials - CLASSIC-MS,Treatment,Yes,"Controlled: noRandomised: noOpen: noSingle blind: noDouble blind: noParallel group: noCross over: noOther: yesOther trial design description: Ambispective; data from patients participating to past trials. No IMP treatment during this studyIf controlled, specify comparator, Other Medicinial Product: noPlacebo: noOther: no",No,Not applicable,NA,Yes,EUCTR,Phase 4,Yes,Yes,No,Yes,Yes,Yes,2019-10-14,1000,Multiple Sclerosis <br>MedDRA version: 20.0Level: SOCClassification code 10029205Term: Nervous system disordersSystem Organ Class: 10029205 - Nervous system disorders <br>MedDRA version: 20.1Level: PTClassification code 10028245Term: Multiple sclerosisSystem Organ Class: 10029205 - Nervous system disorders;Therapeutic area: Diseases [C] - Nervous System Diseases [C10],EUCTR2019-000069-19-CZ,FALSE,2019-05-13,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): yes,Evaluating the Long-Term Outcomes and Durability of Effect Following Treatment with Cladribine Tablets for Multiple Sclerosis: An Exploratory Phase IV Ambispective Study of Patients Who Previously Participated in the CLARITY/CLARITY-EXT and ORACLE MS Clinical Trials,"Romania;Serbia;United States;Portugal;Estonia;Morocco;Greece;Spain;Ukraine;Lebanon;Russian Federation;Switzerland;Italy;France;Australia;Tunisia;Latvia;Korea, Republic of;Finland;Lithuania;Austria;United Kingdom;Czech Republic;Canada;Poland;Belgium;Croatia;Bulgaria;Georgia;Norway;Germany;Sweden",Merck KGaA
main,EUCTR2019-000119-10-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000119-10,"An Open-label, Active-Controlled, Safety and Efficacy Study of Oral Baricitinib in Patients from 2 Years to Less Than 18 Years Old with Active Juvenile Idiopathic Arthritis-Associated Uveitis or Chronic Anterior Antinuclear Antibody Positive Uveitis - JUVE-BRIGHT",NA,Yes,"Controlled: yes<br>Randomised: yes<br>Open: yes<br>Single blind: no<br>Double blind: no<br>Parallel group: no<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: yes<br>Placebo: no<br>Other: no<br>Number of treatment arms in the trial: 2<br>",Yes,Yes,No,Yes,EUCTR,Phase 3,No,No,No,No,Yes,No,2019-08-06,42,Juvenile Idiopathic Arthritis Associated Uveitis or Anterior Antinuclear Antibody-Positive Uveitis <br>MedDRA version: 20.0Level: PTClassification code 10046851Term: UveitisSystem Organ Class: 10015919 - Eye disorders;Therapeutic area: Diseases [C] - Eye Diseases [C11],EUCTR2019-000119-10-FR,FALSE,2019-04-17,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,A study of Baricitinib in children and young adults with JIA associated eye inflammation,France;Germany;United Kingdom,Eli Lilly and Company
main,EUCTR2019-000733-39-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000733-39,"A phase 2b, open-label, efficacy and safety study of ABX464 as maintenance therapy in patients with moderate to severe Ulcerative Colitis.",NA,Yes,"Controlled: noRandomised: noOpen: yesSingle blind: noDouble blind: noParallel group: noCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: noOther: noNumber of treatment arms in the trial: 1",No,Not applicable,No,Yes,EUCTR,Phase 2,No,Yes,No,No,Yes,No,2019-11-09,232,Moderate to Severe Ulcerative Colitis <br>MedDRA version: 20.1Level: LLTClassification code 10066678Term: Acute ulcerative colitisSystem Organ Class: 100000004856;Therapeutic area: Diseases [C] - Digestive System Diseases [C06],EUCTR2019-000733-39-ES,FALSE,2019-09-12,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,Open-label maintenance therapy in moderate to severe Ulcerative Colitis patients,Serbia;Belarus;Slovakia;Slovenia;Spain;Ukraine;Ireland;Austria;United Kingdom;France;Hungary;Czech Republic;Canada;Poland;Belgium;Netherlands;Germany,ABIVAX
main,EUCTR2019-001085-15-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001085-15,"Randomized, placebo-controlled, double-blind study to evaluate the efficacy of 2LHERP® in patients with recurrent orofacial herpes infections. - HEARTH-OF Study.",NA,NA,"Controlled: yes                Randomised: yes                Open: no                Single blind: no                Double blind: yes                Parallel group: yes                Cross over: no                Other: no                If controlled, specify comparator, Other Medicinial Product: no                Placebo: yes                Other: no                Number of treatment arms in the trial: 2",Yes,Yes,Yes,Yes,EUCTR,Phase 4,No,No,No,No,Yes,No,2019-11-06,100,Patients presenting recurrent orofacial herpes infections (6 or more episodes within the 12-months’ period prior to their study entry). <br>                MedDRA version: 20.0                Level: HLT                Classification code 10019972                Term: Herpes viral infections                System Organ Class: 10021881 - Infections and infestations             <br>                MedDRA version: 20.1                Level: PT                Classification code 10067152                Term: Oral herpes                System Organ Class: 10021881 - Infections and infestations             <br>                MedDRA version: 21.1                Level: PT                Classification code 10019948                Term: Herpes simplex                System Organ Class: 10021881 - Infections and infestations            ;Therapeutic area: Diseases [C] - Virus Diseases [C02],FALSE,FALSE,2019-08-22,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): yes,"Randomized, placebo-controlled, double-blind study to evaluate the efficacy of 2LHERP® in patients with recurrent orofacial herpes infections.",Belgium,LABO’LIFE Belgium sprl
main,EUCTR2019-001100-38-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001100-38,"Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of BHV-3241 in Subjects with Multiple System Atrophy (M-STAR Study)",NA,Yes,"Controlled: yes<br>Randomised: yes<br>Open: no<br>Single blind: no<br>Double blind: yes<br>Parallel group: yes<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: yes<br>Other: no<br>Number of treatment arms in the trial: 2<br>",Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,Yes,No,No,Yes,No,2019-12-13,252,Multiple System Atrophy <br>MedDRA version: 21.1Level: PTClassification code 10064060Term: Multiple system atrophySystem Organ Class: 10029205 - Nervous system disorders;Therapeutic area: Diseases [C] - Nervous System Diseases [C10],NCT03952806,FALSE,2019-10-03,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,A study to assess whether a drug called BHV-3241 works and is safe to use in people with Multiple System Atrophy(M-STAR Study),United States;France;Austria;Germany;Italy;United Kingdom,"Biohaven Pharmaceuticals, Inc"
main,EUCTR2019-001222-98-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001222-98,"A Phase 3, Randomized, Open Label Study to Compare Nivolumab plus Concurrent Chemoradiotherapy (CCRT) followed by Nivolumab plus Ipilimumab or Nivolumab plus CCRT Followed by Nivolumab vs CCRT followed by Durvalumab in Previously Untreated, Locally Advanced Non-small Cell Lung Cancer (LA NSCLC) - CheckMate73L",NA,Yes,"Controlled: yes<br>Randomised: yes<br>Open: yes<br>Single blind: no<br>Double blind: no<br>Parallel group: yes<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: yes<br>Placebo: no<br>Other: no<br>Number of treatment arms in the trial: 3<br>",Yes,Yes,No,Yes,EUCTR,Phase 3,No,Yes,Yes,Yes,Yes,Yes,2019-08-28,1400,"Previously Untreated Locally Advanced Non-small Cell Lung Cancer (LA NSCLC) <br>MedDRA version: 20.0Level: PTClassification code 10029519Term: Non-small cell lung cancer stage IIISystem Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps);Therapeutic area: Diseases [C] - Cancer [C04]",EUCTR2019-001222-98-SE,FALSE,2019-07-22,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,A study of nivolumab and ipilimumab in untreated patients with stage 3 NSCLC that is unable or not planned to be removed by surgery,"United States;Taiwan;Spain;Ireland;Russian Federation;Chile;Italy;Switzerland;United Kingdom;France;Mexico;Canada;Argentina;Poland;Belgium;Brazil;Romania;Australia;Netherlands;Germany;Japan;China;Korea, Republic of;Sweden",Bristol-Myers Squibb International Corporation
main,EUCTR2019-001458-24-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001458-24,"APOLLO-B: A Phase 3, Randomized, Double-blind, Placebo-controlled Multicenter Study to Evaluate the Efficacy and Safety of Patisiran in Patients with Transthyretin Amyloidosis with Cardiomyopathy (ATTR Amyloidosis with Cardiomyopathy) - A study to Evaluate Patisiran in Patients with Transthyretin Amyloidosis with Cardiomyopathy",NA,Yes,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: noCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: yesOther: noNumber of treatment arms in the trial: 1",Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,Yes,Yes,Yes,Yes,Yes,2019-11-12,300,Transthyretin Amyloidosis with Cardiomyopathy (ATTR Amyloidosis with Cardiomyopathy) <br>MedDRA version: 20.0Level: PTClassification code 10007509Term: Cardiac amyloidosisSystem Organ Class: 10007541 - Cardiac disorders;Therapeutic area: Diseases [C] - Cardiovascular Diseases [C14],NCT03997383,FALSE,2019-08-30,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,A study to Evaluate Patisiran in Patients with Transthyretin Amyloidosis with Cardiomyopathy,"United States;Portugal;Hong Kong;Taiwan;Colombia;United Kingdom;Mexico;Argentina;Brazil;Australia;Denmark;Bulgaria;Japan;Korea, Republic of","Alnylam Pharmaceuticals, Inc."
main,EUCTR2019-001560-30-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001560-30,"Multicenter, single-blind, adaptive dose finding study of single intravenous injections of BAY 1747846 with corresponding blinded read in adult participants with known or highly suspected CNS lesions referred for contrast-enhanced MRI of the CNS",NA,Yes,"Controlled: yes<br>Randomised: no<br>Open: no<br>Single blind: yes<br>Double blind: no<br>Parallel group: no<br>Cross over: yes<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: yes<br>Placebo: no<br>Other: no<br>Number of treatment arms in the trial: 1<br>",Yes,No,Yes,Yes,EUCTR,Phase 2,No,Yes,No,Yes,Yes,No,2020-05-04,180,"Central nervous system (CNS) pathology <br>MedDRA version: 22.1Level: LLTClassification code 10029820Term: Nuclear magnetic resonance imaging gadolinium-enhancedSystem Organ Class: 100000004848 <br>MedDRA version: 20.0Level: PTClassification code 10051290Term: Central nervous system lesionSystem Organ Class: 10029205 - Nervous system disorders;Therapeutic area: Analytical, Diagnostic and Therapeutic Techniques and Equipment [E] - Diagnosis [E01]",NCT04307186,FALSE,2019-11-27,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,Study to find the appropriate dose of a new gadolinium-based contrast agent (GBCA) for adults undergoing magnetic resonance imaging (MRI) for known or highly suspected brain and/or spinal cord conditions,United States;Germany;Japan,Bayer AG
main,EUCTR2019-001565-33-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001565-33,"A Phase 3, Multicenter, Open-Label Extension Study of Zilucoplan in Subjects with Generalized Myasthenia Gravis - RAISE-XT",NA,Yes,"Controlled: noRandomised: noOpen: noSingle blind: noDouble blind: noParallel group: noCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: noOther: noNumber of treatment arms in the trial: 1",No,Not applicable,No,No,EUCTR,Phase 3,No,Yes,No,Yes,Yes,No,2019-10-30,200,Generalized Myasthenia Gravis <br>MedDRA version: 20.0Level: LLTClassification code 10028415Term: MyastheniaSystem Organ Class: 100000004859;Therapeutic area: Diseases [C] - Nervous System Diseases [C10],FALSE,FALSE,2019-11-01,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,Open-Label Extension Study of Zilucoplan in Subjects with Generalized Myasthenia Gravis,France;United States;Canada;Spain;Norway;Germany;Japan;Italy;United Kingdom,"Ra Pharmaceuticals, Inc."
main,EUCTR2019-001854-24-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001854-24,Long-term outcomes in immunologically low-risk kidney transplant recipients using tacrolimus.                Extension study of: Tacrolimus monotherapy in immunologically low-risk kidney transplant recipients: a pilot randomized-controlled study. - TACmono long-term.,NA,NA,"<br>                Controlled: no<br>                Randomised: no<br>                Open: no<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: no<br>                Other: no<br>",No,Not applicable,NA,Yes,EUCTR,Phase 4,No,No,No,No,Yes,No,2019-08-07,76,kidney transplantation                vaccination responses;Therapeutic area: Body processes [G] - Immune system processes [G12],FALSE,FALSE,2019-07-17,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): yes,Long-term outcomes in immunologically low-risk kidney transplant recipients using tacrolimus.                Extension study of: Tacrolimus monotherapy in immunologically low-risk kidney transplant recipients: a pilot randomized-controlled study.,Netherlands,Erasmus Medical Center
