study_arm,TrialID,url,Interventions,vaccine,conventional,traditional
im,EUCTR2014-001097-34-IE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2014-001097-34,<br>                Product Name: MEDI4893<br>                Product Code: MEDI4893<br>                Pharmaceutical Form: Solution for infusion<br>                INN or Proposed INN: NA<br>                CAS Number: NA<br>                Current Sponsor code: MEDI4893<br>                Other descriptive name: MEDI4893<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 50-<br>                Pharmaceutical form of the placebo: Solution for infusion<br>                Route of administration of the placebo: Intravenous use<br><br>,NA,NA,NA
im,EUCTR2015-003026-14-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-003026-14,<br>Product Name: Delafloxacin<br>Product Code: RX-3341-83<br>Pharmaceutical Form: Powder for solution for infusion<br>INN or Proposed INN: Delafloxacin meglumine<br>CAS Number: 352458-37-8<br>Current Sponsor code: RX-3341-83<br>Other descriptive name: DELAFLOXACIN MEGLUMINE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 300-<br><br>Product Name: Delafloxacin oral tablet<br>Product Code: RX-3341-83<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: Delafloxacin meglumine<br>CAS Number: 352458-37-8<br>Current Sponsor code: RX-3341-83<br>Other descriptive name: DELAFLOXACIN MEGLUMINE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 450-<br>Pharmaceutical form of the placebo: Tablet<br>Route of administration of the placebo: Oral use<br><br>Product Name: Moxifloxacin<br>Pharmaceutical Form: Solution for infusion<br>INN or Proposed INN: Moxifloxacin<br>CAS Number: 186826-86-8<br>Other descriptive name: MOXIFLOXACIN HYDROCHLORIDE<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 1.6-<br>Pharmaceutical form of the placebo: Solution for injection/infusion<br>Route of administration of the placebo: Intravenous use<br>Pharmaceutical form of the placebo: Solution for injection/infusion<br>Route of administration of the placebo: Intravenous use<br><br>Product Name: Moxifloxacin<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Moxifloxacin<br>CAS Number: 186826-86-8<br>Other descriptive name: MOXIFLOXACIN HYDROCHLORIDE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 400-<br>Pharmaceutical form of the placebo: Capsule<br>Route of administration of the placebo: Oral use<br><br>Product Name: Linezolid<br>Pharmaceutical Form: Solution for infusion<br>INN or Proposed INN: Linezolid<br>CAS Number: 165800-03-3<br>Other descriptive name: LINEZOLID<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 2-<br>Pharmaceutical form of the placebo: Solution for injection/infusion<br>Route of administr,NA,Yes,NA
im,EUCTR2015-003119-39-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-003119-39,<br>Trade Name: stilnox<br>Product Name: zolpidem<br>Pharmaceutical Form: Buccal tablet<br>Pharmaceutical form of the placebo: Buccal tablet<br>Route of administration of the placebo: Oral use<br><br>,NA,NA,NA
im,EUCTR2015-004546-26-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-004546-26,<br>Product Code: VIS410<br>Pharmaceutical Form: Solution for infusion<br>INN or Proposed INN: VIS410<br>Other descriptive name: VIS410<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 25-<br>Pharmaceutical form of the placebo: Solution for infusion<br>Route of administration of the placebo: Intravenous use<br><br>,NA,NA,NA
im,EUCTR2015-005383-42-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-005383-42,"<br>Trade Name: Anxut 5 mg<br>Pharmaceutical Form: Capsule, soft<br>INN or Proposed INN: BUSPIRONE<br>Current Sponsor code: BUSPIRONE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 5-<br><br>",NA,Yes,NA
im,EUCTR2015-005482-23-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-005482-23,"<br>Product Name: Quadrivalent Influenza Vaccine <br>Product Code: QIV<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>INN or Proposed INN: influenza vaccine (surface antigen, inactivated)<br>Current Sponsor code: QIV<br>Other descriptive name: quadrivalent influenza vaccine <br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 15-<br><br>Trade Name:  Influvac® <br>Product Name: Influvac (Tiv containing B Yamagata strain) <br>Product Code: TIV (Yam)<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>INN or Proposed INN: Influenza vaccine (surface antigen, inactivated)<br>Current Sponsor code: TIV (Yam)<br>Other descriptive name: trivalent influenza vaccine (Yam)<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 15-<br><br>Product Name: Influvac (TIV containing B-Victoria strain)<br>Product Code: TIV (Vic)<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>INN or Proposed INN: Influenza vaccine (surface antigen, inactivated)<br>Current Sponsor code: TIV (Vic)<br>Other descriptive name: trivalent influenza vaccine (Vic)<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 15-<br><br>",Yes,NA,NA
im,EUCTR2016-001557-41-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-001557-41,"<br>Product Name: AdimFlu-S (QIS)<br>Product Code: AdimFlu-S (QIS)<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>Current Sponsor code: A/CALIFORNIA/7/2009 (H1N1)PDM09 - DERIVED STRAIN USED NYMC X-179A<br>Other descriptive name: A/CALIFORNIA/7/2009 (H1N1)PDM09 - DERIVED STRAIN USED NYMC X-179A<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 15-<br>Current Sponsor code: A/HONG KONG/4801/2014 (H3N2)-LIKE STRAIN (A/HONG KONG/4801/2014, X-263B)<br>Other descriptive name: A/HONG KONG/4801/2014 (H3N2)-LIKE STRAIN (A/HONG KONG/4801/2014, X-263B)<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 15-<br>Current Sponsor code: B/BRISBANE/60/2008 - DERIVED STRAIN USED NYMC BX-35<br>Other descriptive name: B/BRISBANE/60/2008 - DERIVED STRAIN USED NYMC BX-35<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 15-<br>Current Sponsor code: B/PHUKET/3073/2013-LIKE STRAIN (B/PHUKET/3073/2013, WILD TYPE)<br>Other descriptive name: B/PHUKET/3073/2013-LIKE STRAIN (B/PHUKET/3073/2013, WILD TYPE)<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 15-<br><br>Trade Name: a-RIX-Tetra<br>Product Name: a-RIX-Tetra<br>Product Code: a-RIX-Tetra<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>Current Sponsor code: A/CALIFORNIA/7/2009 (H1N1) PDM09-LIKE STRAIN USED (NIB-74XP) DERIVED FROM A/CHRISTCHURCH/16/2010<br>Other descriptive name: A/CALIFORNIA/7/2009 (H1N1) PDM09-LIKE STRAIN USED (NIB-74XP) DERIVED FROM A/CHRISTCHURCH/16/2010<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 15-<br>Current Sponsor code: A/HONG KONG/4801/2014 (H3N2)-LIKE STRAIN (A/HONG KONG/4801/2014, X-263B)<br>Other descriptive name: A/HONG KONG/4801/2014 (H3N2)-LIKE STRAIN (A/HONG KONG/4801/2014, X-263B)<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 15-<br>Current Sponsor code: B/BRISBANE/60/2008-LIKE STRAIN (B/BRISBANE/60/2008,",NA,NA,NA
im,EUCTR2016-003433-20-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-003433-20,<br>                Trade Name: kineret<br>                Product Name: kineret<br>                Pharmaceutical Form: Solution for injection<br>                INN or Proposed INN: ANAKINRA<br>                CAS Number: 143090-92-0<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Pharmaceutical form of the placebo: Solution for injection<br>                Route of administration of the placebo: Subcutaneous use<br><br>,NA,NA,NA
im,EUCTR2016-004009-15-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-004009-15,<br>                Product Code: VIS410<br>                Pharmaceutical Form: Solution for infusion<br>                INN or Proposed INN: VIS410<br>                Current Sponsor code: VIS410<br>                Other descriptive name: VIS410<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 25-<br>                Pharmaceutical form of the placebo: Solution for infusion<br>                Route of administration of the placebo: Intravenous use<br><br>,NA,NA,NA
im,EUCTR2016-004133-25-Outside-EU/EEA,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-004133-25,<br>Trade Name: Afluria Quadrivalent<br>Product Name: Seqirus Quadrivalent Inactivated Influenza Vaccine (Seqirus QIV)<br>Pharmaceutical Form: Suspension for injection<br>INN or Proposed INN: A/ (H1N1)-LIKE VIRUS ANTIGEN<br>Other descriptive name: A/ (H1N1)-LIKE VIRUS ANTIGEN<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 30-<br>INN or Proposed INN: A/ (H3N2)-LIKE VIRUS ANTIGEN<br>Other descriptive name: A/ (H3N2)-LIKE VIRUS ANTIGEN<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 30-<br>INN or Proposed INN: B/ YAMAGATA -LIKE VIRUS ANTIGEN<br>Other descriptive name: B/ -LIKE VIRUS ANTIGEN<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 30-<br>INN or Proposed INN: B/ VICTORIA -LIKE VIRUS ANTIGEN<br>Other descriptive name: B/ -LIKE VIRUS ANTIGEN<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 30-<br><br>Trade Name: Fluarix Quadrivalent<br>Pharmaceutical Form: Suspension for injection<br>INN or Proposed INN: A/ (H1N1)-LIKE VIRUS ANTIGEN<br>Other descriptive name: A/ (H1N1)-LIKE VIRUS ANTIGEN<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 30-<br>INN or Proposed INN: A/ (H3N2)-LIKE VIRUS ANTIGEN<br>Other descriptive name: A/ (H3N2)-LIKE VIRUS ANTIGEN<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 30-<br>INN or Proposed INN: B/ YAMAGATA -LIKE VIRUS ANTIGEN<br>Other descriptive name: B/ -LIKE VIRUS ANTIGEN<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 30-<br>INN or Proposed INN: B/ YAMAGATA -LIKE VIRUS ANTIGEN<br>Other descriptive name: B/ -LIKE VIRUS ANTIGEN<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 30-<br><br>,Yes,NA,NA
im,EUCTR2016-004763-40-FI,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-004763-40,"<br>Trade Name: VaxigripTetra<br>Product Name: VaxigripTetra<br>Product Code: 481<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>INN or Proposed INN: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED) A/H1N1-like strain<br>Other descriptive name: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED)<br>Concentration unit: mg/l milligram(s)/litre<br>Concentration type: not less then<br>Concentration number: 30-<br>INN or Proposed INN: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED) A/H3N2-like strain<br>Other descriptive name: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED)<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: not less then<br>Concentration number: 30-<br>INN or Proposed INN: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED) B-like strain (Yamagata lineage)<br>Other descriptive name: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED)<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: not less then<br>Concentration number: 30-<br>INN or Proposed INN: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED) B-like strain (Victoria lineage)<br>Other descriptive name: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED)<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: not less then<br>Concentration number: 30-<br><br>Trade Name: Vaxigrip<br>Product Name: Vaxigrip<br>Product Code: 314<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>INN or Proposed INN: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED) A / H1N1-like strain<br>Other descriptive name: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED)<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: not less then<br>Concentration number: 30-<br>INN or Proposed INN: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED) A/H3N2-like strain<br>Other descriptive name: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED)<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: not less then<br>Concentration number: 30-<br>INN or Proposed INN: INFLUENZA VACCINE (SPLIT VIRION, INACTIVATED) B-like strain (Victoria lineage or Yamaga",Yes,NA,NA
main,EUCTR2016-005141-23-PT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-005141-23,"<br>Product Name: Sparsentan<br>Product Code: RE-021<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: Sparsentan<br>CAS Number: 254740-64-2<br>Current Sponsor code: RE-021<br>Other descriptive name: SPARSENTAN<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>Trade Name: Irbesartan tablets<br>Product Name: over-encapsulated Irbesartan Tablets<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: Irbesartan<br>CAS Number: 138402-11-6<br>Other descriptive name: IRBESARTAN<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 75-<br><br>Trade Name: Irbesartan tablets<br>Product Name: over-encapsulated Irbesartan Tablets<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: Irbesartan<br>CAS Number: 138402-11-6<br>Other descriptive name: IRBESARTAN<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 75-<br><br>",NA,NA,NA
im,EUCTR2017-001239-38-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-001239-38,<br>Product Name: Quadrivalent VLP Influenza Vaccine<br>Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>INN or Proposed INN: Quadrivalent VLP Influenza Vaccine<br>Other descriptive name: INFLUENZA VACCINE<br>Concentration unit: µg/ml microgram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 60-<br>Pharmaceutical form of the placebo: Solution for injection in pre-filled syringe<br>Route of administration of the placebo: Intramuscular use<br><br>,Yes,NA,NA
im,EUCTR2017-001270-41-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-001270-41,<br>                Trade Name: NORADRENALINE MYLAN<br>                Product Name: NORADRENALINE MYLAN<br>                Pharmaceutical Form: Solution for infusion<br><br>                Trade Name: Dobutamine<br>                Pharmaceutical Form: Solution for infusion<br><br>,NA,NA,NA
main,EUCTR2017-002491-10-CZ,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-002491-10,<br>Trade Name: Alofisel<br>Product Name: Cx601<br>Product Code: Cx601<br>Pharmaceutical Form: Suspension for injection<br>INN or Proposed INN: Darvadstrocel<br>Current Sponsor code: Allogenic eASCs<br>Other descriptive name: Expanded human allogenic mesenchymal adult stem cells extracted from adipose tissue (eASCs<br>Concentration unit: Other<br>Concentration type: equal<br>Concentration number: 5000000-<br><br>,NA,Yes,NA
im,EUCTR2017-003037-28-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-003037-28,<br>                Trade Name: RoActemra<br>                Pharmaceutical Form: Solution for injection/infusion in pre-filled syringe<br>                INN or Proposed INN: TOCILIZUMAB<br>                CAS Number: 375823-41-9<br>                Other descriptive name: TOCILIZUMAB<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 162-<br><br>                Trade Name: Prednisone<br>                Product Name: Prednisone<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: Prednisone<br>                Current Sponsor code: Prednisone<br>                Other descriptive name: PREDNISONE<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 10-<br><br>,NA,Yes,NA
main,EUCTR2017-003342-25-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-003342-25,"<br>                Trade Name: ELIQUIS 5mg<br>                Product Name: ELIQUIS 5mg<br>                Pharmaceutical Form: Coated tablet<br>                INN or Proposed INN: APIXABAN<br>                CAS Number: 503612-47-3<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 5-<br>                Pharmaceutical form of the placebo: Coated tablet<br>                Route of administration of the placebo: Oral use<br><br>                Trade Name: ELIQUIS 2,5mg<br>                Product Name: ELIQUIS 2,5mg<br>                Pharmaceutical Form: Coated tablet<br>                INN or Proposed INN: APIXABAN<br>                CAS Number: 503612-47-3<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 2.5-<br>                Pharmaceutical form of the placebo: Coated tablet<br>                Route of administration of the placebo: Oral use<br><br>",NA,NA,NA
main,EUCTR2017-004026-15-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2017-004026-15,<br>Trade Name: Feraheme®<br>Product Name: Ferumoxytol<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: Ferumoxytol<br>CAS Number: 722492-56-0<br>Other descriptive name: FERUMOXYTOL<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 30-<br><br>Trade Name: Venofer®<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: iron sucrose<br>CAS Number: 8047-67-4<br>Other descriptive name: IRON SUCROSE<br>Concentration unit: mg/l milligram(s)/litre<br>Concentration type: equal<br>Concentration number: 20-<br><br>,NA,Yes,NA
im,EUCTR2018-000005-23-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-000005-23,<br>                Product Name: acylated ghrelin<br>                Product Code: G-3370-R<br>                Pharmaceutical Form: Lyophilisate for suspension for injection<br>                INN or Proposed INN: Acyl-Ghrelin<br>                CAS Number: 258279-04-8<br>                Current Sponsor code: G-3370-R<br>                Other descriptive name: GHRELIN<br>                Concentration unit: µg/ml microgram(s)/millilitre<br>                Concentration type: up to<br>                Concentration number: 600-<br>                Pharmaceutical form of the placebo: Solution for infusion<br>                Route of administration of the placebo: Intravenous use<br><br>,NA,NA,NA
main,EUCTR2018-001044-54-FI,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-001044-54,<br>                Trade Name: Bosulif<br>                Pharmaceutical Form: Tablet<br><br>                Product Name: Pegylated proline-interferon alpha 2b<br>                Product Code: AOP2014<br>                Pharmaceutical Form: Solution for injection in pre-filled pen<br><br>,NA,Yes,NA
main,EUCTR2018-001271-20-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-001271-20,<br>                Product Code: PF-06651600<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: PF-06651600<br>                Current Sponsor code: PF-06651600<br>                Other descriptive name: PF-06651600-15<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 10-<br>                Pharmaceutical form of the placebo: Tablet<br>                Route of administration of the placebo: Oral use<br><br>                Product Code: PF-06651600<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: PF-06651600<br>                Current Sponsor code: PF-06651600<br>                Other descriptive name: PF-06651600-15<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 50-<br>                Pharmaceutical form of the placebo: Tablet<br>                Route of administration of the placebo: Oral use<br><br>                Product Code: PF-06700841<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: PF-06700841<br>                Current Sponsor code: PF-06700841<br>                Other descriptive name: PF-06700841-15<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 5-<br><br>                Product Code: PF-06700841<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: PF-06700841<br>                Current Sponsor code: PF-06700841<br>                Other descriptive name: PF-06700841-15<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 25-<br><br>,NA,NA,NA
main,EUCTR2018-001671-21-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-001671-21,<br>                Product Name: KRT-232<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: -<br>                Current Sponsor code: KRT-232<br>                Other descriptive name: AMG-232<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 15-<br><br>                Product Name: KRT-232<br>                Pharmaceutical Form: Tablet<br>                INN or Proposed INN: -<br>                Current Sponsor code: KRT-232<br>                Other descriptive name: AMG-232<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 60-<br><br>,NA,NA,NA
main,EUCTR2018-001771-21-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-001771-21,<br>                Trade Name: Cabometyx™<br>                Product Name: Cabozantinib<br>                Product Code: XL184<br>                Pharmaceutical Form: Film-coated tablet<br>                INN or Proposed INN: CABOZANTINIB<br>                CAS Number: 1140909-48-3<br>                Current Sponsor code: XL184<br>                Other descriptive name: Cabozantinib<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 20-<br>                Pharmaceutical form of the placebo: Film-coated tablet<br>                Route of administration of the placebo: Oral use<br><br>                Trade Name: Cabometyx™<br>                Product Name: Carbozantinib<br>                Product Code: XL184<br>                Pharmaceutical Form: Film-coated tablet<br>                INN or Proposed INN: CABOZANTINIB<br>                CAS Number: 1140909-48-3<br>                Current Sponsor code: XL184<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 60-<br>                Pharmaceutical form of the placebo: Film-coated tablet<br>                Route of administration of the placebo: Oral use<br><br>,NA,NA,NA
main,EUCTR2018-002152-32-HU,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002152-32,"<br>                Product Name: Faricimab<br>                Product Code: RO6867461/F06<br>                Pharmaceutical Form: Solution for injection<br>                INN or Proposed INN: not available<br>                CAS Number: 1607793-29-2<br>                Current Sponsor code: RO6867461<br>                Other descriptive name: VA2, VEGF-Ang2 ophtha Humanized anti-VEGF-A  anti-Ang-2 bispecific Antibody<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 120-<br><br>                Trade Name: Eylea<br>                Pharmaceutical Form: Solution for injection<br>                INN or Proposed INN: Aflibercept<br>                CAS Number: 862111-32-8<br>                Current Sponsor code: Ro 717-1571<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 40-<br><br>",NA,Yes,NA
main,EUCTR2018-002303-33-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002303-33,<br>Product Name: Padsevonil<br>Product Code: UCB0942<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Padsevonil<br>CAS Number: 1294000-61-5<br>Current Sponsor code: UCB0942<br>Other descriptive name: UCB0942<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 25-<br>Pharmaceutical form of the placebo: Film-coated tablet<br>Route of administration of the placebo: Oral use<br><br>Product Name: Padsevonil<br>Product Code: UCB0942<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Padsevonil<br>CAS Number: 1294000-61-5<br>Current Sponsor code: UCB0942<br>Other descriptive name: UCB0942<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br>Pharmaceutical form of the placebo: Film-coated tablet<br>Route of administration of the placebo: Oral use<br><br>Product Name: Padsevonil<br>Product Code: UCB0942<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Padsevonil<br>CAS Number: 1294000-61-5<br>Current Sponsor code: UCB0942<br>Other descriptive name: UCB0942<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br>Pharmaceutical form of the placebo: Film-coated tablet<br>Route of administration of the placebo: Oral use<br><br>,NA,NA,NA
im,EUCTR2018-002470-42-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002470-42,<br>Trade Name: Fluenz Tetra<br>Product Name: Fluenz Tetra<br>Pharmaceutical Form: Nasal spray<br>INN or Proposed INN: various influenza strains as per below<br>Concentration unit: Other<br>Concentration type: equal<br>Concentration number: as above-<br><br>,NA,NA,NA
im,EUCTR2018-002876-41-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002876-41,<br>                Trade Name: PROPOFOL LIPURO 1%<br>                Product Name: PROPOFOL<br>                Pharmaceutical Form: Emulsion for injection/infusion<br>                Pharmaceutical form of the placebo: Emulsion for injection<br>                Route of administration of the placebo: Intravenous use<br><br>,NA,NA,NA
main,EUCTR2018-003012-51-DK,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003012-51,<br>Trade Name: TAGRISSO<br>Product Name: osimertinib<br>Product Code: AZD9291<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Osimertinib<br>CAS Number: 1421373-66-1<br>Current Sponsor code: AZD9291<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 80-<br><br>Trade Name: TAGRISSO<br>Product Name: osimertinib<br>Product Code: AZD9291<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: Osimertinib<br>CAS Number: 1421373-66-1<br>Current Sponsor code: AZD9291<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 40-<br><br>Product Name: Savolitinib<br>Product Code: AZD6094<br>Pharmaceutical Form: Coated tablet<br>INN or Proposed INN: Savolitinib<br>CAS Number: 1313725-88-0<br>Other descriptive name: SAVOLITINIB<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-200<br><br>Product Name: Savolitinib<br>Product Code: AZD6094<br>Pharmaceutical Form: Coated tablet<br>INN or Proposed INN: Savolitinib<br>CAS Number: 1313725-88-0<br>Other descriptive name: SAVOLITINIB<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-100<br><br>,NA,NA,NA
im,EUCTR2018-003117-18-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003117-18,<br>Trade Name: Albutein 20% solución para perfusión<br>Product Name: Albúmina<br>Pharmaceutical Form: Solution for infusion<br>INN or Proposed INN: ALBUMINA<br>CAS Number: 9006-53-5<br>Current Sponsor code: ALBUMINA<br>Other descriptive name: HUMAN SERUM ALBUMIN<br>Concentration unit: g gram(s)<br>Concentration type: equal<br>Concentration number: 20-<br><br>,NA,NA,NA
