TrialID,url,Scientific_title,Primary_sponsor,sponsor_type
NCT03208101,https://clinicaltrials.gov/show/NCT03208101,"A Single-center, Randomized, Active-controlled, Parallel-group, Open-label, Phase I Study to Evaluate Safety and Immunogenicity of Single Injection of LBVD or Eupenta Co-administered With Imovax Polio in Healthy Adults",LG Chem,NA
NCT02680002,https://clinicaltrials.gov/show/NCT02680002,"Randomized, Double-Blinded, Phase 2 Study to Assess Safety & Immunogenicity of Stored Inactivated Monovalent Influenza A/Vietnam/H5N1 Virus Vaccine Administered Intramuscularly at Different Dose Levels Given With & Without Stored MF59® Adjuvant",Biomedical Advanced Research and Development Authority,NA
NCT03699839,https://clinicaltrials.gov/show/NCT03699839,Reducing the Burden of Influenza After Solid-Organ Transplantation: the STOP-FLU Trial [Swiss Trial in Solid Organ Transplantation on Prevention of Influenza],Oriol Manuel,NA
NCT03220048,https://clinicaltrials.gov/show/NCT03220048,"A Phase II, Repeated Dose, Double-Blinded, Randomised, Controlled Study to Examine the Prophylactic Efficacy, Safety and Tolerability of PrEP-001 in Healthy Subjects Subsequently Challenged With Influenza A/Perth/16/2009 (H3N2) Virus",Hvivo,NA
NCT04442048,https://clinicaltrials.gov/show/NCT04442048,"COV-IMMUNO: A Randomized, Phase III Trial of Immunization With IMM-101 Versus Observation for the Prevention of Severe Respiratory and COVID-19 Related Infections in Cancer Patients at Increased Risk of Exposure",Canadian Cancer Trials Group,NA
NCT04535063,https://clinicaltrials.gov/show/NCT04535063,Convalescent Plasma as Potential Therapy for Severe COVID-19 Pneumonia,Centro de Educación Medica e Investigaciones Clínicas Norberto Quirno,NA
NCT04502472,https://clinicaltrials.gov/show/NCT04502472,Open-label Treatment of Severe Coronavirus Disease 2019 (COVID-19) With Convalescent Plasma Collected From Individuals With Documented Infection and Recovery From COVID-19 (SARS-CoV-2),Inova Health Care Services,NA
NCT04328480,https://clinicaltrials.gov/show/NCT04328480,The ECLA PHRI COLCOVID Trial,Estudios Clínicos Latino América,NA
NCT04368728,https://clinicaltrials.gov/show/NCT04368728,"A PHASE 1/2/3, PLACEBO-CONTROLLED, RANDOMIZED, OBSERVER-BLIND, DOSE-FINDING STUDY TO EVALUATE THE SAFETY, TOLERABILITY, IMMUNOGENICITY, AND EFFICACY OF SARS-COV-2 RNA VACCINE CANDIDATES AGAINST COVID-19 IN HEALTHY INDIVIDUALS",BioNTech SE,NA
NCT04352803,https://clinicaltrials.gov/show/NCT04352803,IV Infusion of Autologous Adipose Derived Mesenchymal Cells for Abatement of Respiratory Compromise in SARS-CoV-2 Pandemic (COVID-19),Regeneris Medical,NA
NCT04428073,https://clinicaltrials.gov/show/NCT04428073,A Phase I Trial of a Therapeutic Vaccine (Covax-19™) in SARS-CoV-2 Infected Patients,GeneCure Biotechnologies,NA
NCT04363814,https://clinicaltrials.gov/show/NCT04363814,"A Prospective, Open-label, Randomized Pilot Study (Including a Control Group) of BACTEK-R (MV130), Administered Sublingually to Assess the Clinical Impact in Subjects With Mild Pneumonia Due to COVID-19",Inmunotek S.L.,NA
NCT04282902,https://clinicaltrials.gov/show/NCT04282902,"A Randomized, Open-label Study to Evaluate the Efficacy and Safety of Pirfenidone in Patients With Severe and Critical Novel Coronavirus Infection",Huilan Zhang,NA
NCT04321993,https://clinicaltrials.gov/show/NCT04321993,Treatment of Moderate to Severe Coronavirus Disease (COVID-19) in Hospitalized Patients,Lisa Barrett,NA
NCT04379076,https://clinicaltrials.gov/show/NCT04379076,"A Multicenter, Randomized, Double-blinded Placebo-controlled Study of Recombinant Interleukin-7 (CYT107) for Immune Restoration of Hospitalized Lymphopenic Patients With Coronavirus COVID-19 Infection in UK",Revimmune,NA
NCT04374149,https://clinicaltrials.gov/show/NCT04374149,"Interventional Study to Evaluate the Efficacy of Therapeutic Plasma Exchange (TPE) Alone or in Combination With Ruxolitinib in COVID-19 Positive Patients With PENN Grade 2, 3, 4 Cytokine Released Syndrome (CRS)",Prisma Health-Upstate,NA
NCT04535856,https://clinicaltrials.gov/show/NCT04535856,"Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients: Randomized, Double-blind, and Placebo-controlled",Ina-Respond,NA
NCT04435314,https://clinicaltrials.gov/show/NCT04435314,"Prospective, Randomized, Double-blind, Parallel, Placebo Controlled Study to Evaluate the Safety and Efficacy of Nitazoxanide 600 mg Three Times a Day for Post Exposure Prophylaxis of COVID-19 in Subjects From Vulnerable Communities",Azidus Brasil,NA
NCT04483830,https://clinicaltrials.gov/show/NCT04483830,Sulodexide in the Treatment of Early Stages of COVID-19,Clinedem,NA
NCT04390178,https://clinicaltrials.gov/show/NCT04390178,Plasma From Individuals Who Have Recovered From Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection as Treatment for Acute COVID-19 Disease,Joakim Dillner,NA
NCT04379336,https://clinicaltrials.gov/show/NCT04379336,"Reducing Morbidity and Mortality in Health Care Workers Exposed to SARS-CoV-2 by Enhancing Non-specific Immune Responses Through Bacillus Calmette-Guérin Vaccination, a Randomized Controlled Trial",TASK Applied Science,NA
NCT04428021,https://clinicaltrials.gov/show/NCT04428021,"Effectiveness of Adding Standard Plasma or COVID-19 Convalescent Plasma to Standard Treatment, Versus Standard Treatment Alone, in Patients With Recent Onset of COVID-19 Respiratory Failure. A Randomized, Three-arms, Phase 2 Trial",Azienda Ospedaliera Città della Salute e della Scienza di Torino,NA
NCT04423861,https://clinicaltrials.gov/show/NCT04423861,"A Phase III, Multicentre, Parallel, Randomized, Double-blind Clinical Trial to Assess the Efficacy and Safety of Nitazoxanide 600 mg Compared to Placebo in the Treatment of Hospitalized Patients With COVID-19 in Non-critical Condition",Azidus Brasil,NA
NCT04604678,https://clinicaltrials.gov/show/NCT04604678,Pilot Study Into the Use of Metformin and Low Dose Naltrexone (LDN) for Patients With Coronavirus Disease 2019 (COVID-19) - Assessment of Short and Long Term Effects,AgelessRx,NA
NCT04505098,https://clinicaltrials.gov/show/NCT04505098,A Pragmatic Randomized Trial of Icosapent Ethyl for High-Cardiovascular Risk Adults (MITIGATE),Kaiser Permanente,NA
NCT04488081,https://clinicaltrials.gov/show/NCT04488081,I-SPY COVID TRIAL: An Adaptive Platform Trial to Reduce Mortality and Ventilator Requirements for Critically Ill Patients,QuantumLeap Healthcare Collaborative,NA
NCT04342650,https://clinicaltrials.gov/show/NCT04342650,"Phase IIb Study to Evaluate the Efficacy and Safety of Chloroquine Diphosphate in the Treatment of Patients With Comorbidities, Without Severe Acute Respiratory Syndrome, Under the New Coronavirus (SARS-CoV2): a Double-blind, Randomized, Placebo-controlled Clinical Trial",Fundação de Medicina Tropical Dr. Heitor Vieira Dourado,NA
NCT04460105,https://clinicaltrials.gov/show/NCT04460105,"A Phase 1b, Randomized, Double-blind, Single and Repeat Dosing Study to Evaluate the Safety, Pharmacokinetics, and Pharmacodynamics of Lanadelumab When Added to Standard-of-Care in Subjects Hospitalized With COVID-19 Pneumonia",Shire,NA
NCT04438057,https://clinicaltrials.gov/show/NCT04438057,Evaluating the Efficacy of Convalescent Plasma in Symptomatic Outpatients Infected With COVID-19,Metro Infectious Disease Consultants,NA
NCT04530136,https://clinicaltrials.gov/show/NCT04530136,"Recombinant Human C1 Esterase Inhibitor (Ruconest®) in the Prevention of Severe SARS-CoV-2 Infection in Hospitalized Patients With COVID-19: a Randomized, Parallel-group, Open-label, Multi-center Pilot Trial in the United States (PROTECT-COVID-19-US)",Pharming Technologies B.V.,NA
NCT04348409,https://clinicaltrials.gov/show/NCT04348409,"Proof of Concept, Multicentre, Parallel, Randomized, Double-blind Clinical Trial to Assess the Safety and Efficacy of Nitazoxanide 600 mg Compared to Placebo in the Treatment of Hospitalized Patients With COVID-19 in Moderate Condition.",Azidus Brasil,NA
NCT04622826,https://clinicaltrials.gov/show/NCT04622826,"Studio in Aperto Sulla Somministrazione di Plasma di Paziente Convalescente da COVID- 19 a Paziente Con Polmonite COVID-19 Ospedalizzato, Non in Terapia Intensiva",Azienda USL Toscana Nord Ovest,NA
NCT04501796,https://clinicaltrials.gov/show/NCT04501796,"A Double-blind, Randomized, Placebo-controlled, Phase 1, Single-dose, Dose-escalating Trial of Long-acting Recombinant Human IL-7 (NT-I7) for COVID-19",NeoImmuneTech,NA
NCT04492358,https://clinicaltrials.gov/show/NCT04492358,"Phase 2/3, Randomized, Open Study to Compare the Efficacy and Safety of Colchicine and Glucocorticoids Compared With the Standard of Treatment for Moderate/Severe COVID-19 in a Fragile and Vulnerable Population, Admitted to a Geriatric Hospital Unit or in a Transicional Care Center",Maria Joyera Rodríguez,NA
NCT04494204,https://clinicaltrials.gov/show/NCT04494204,"An Open Label, Multicenter, Randomized, Controlled, Clinical Study to Evaluate the Efficacy and Safety of a Combination of Treatment of Reginmune Capsule and Immunofree Tablets Compared With Standard Treatment Protocol in the Treatment of Mild to Moderate COVID-19 Patients.",PUNEET MITTAL,NA
NCT04334148,https://clinicaltrials.gov/show/NCT04334148,Healthcare Worker Exposure Response and Outcomes of Hydroxychloroquine Trial (HERO-HCQ Trial),Adrian Hernandez,NA
NCT04374942,https://clinicaltrials.gov/show/NCT04374942,"Protecting Frontline Health Care Workers From COVID-19 With Hydroxychloroquine Pre-exposure Prophylaxis: A Randomized, Placebo-controlled Multi-Site Trial in Toronto, Canada",Megan Landes,NA
NCT04535791,https://clinicaltrials.gov/show/NCT04535791,Efficacy of Vitamin D Supplementation to Prevent the Risk of Acquiring or Evolving Into the Severe Form of COVID-19 in Healthcare Workers Caring for Patients With the Disease. Blinded Randomized Clinical Trial,"Coordinación de Investigación en Salud, Mexico",NA
NCT04385199,https://clinicaltrials.gov/show/NCT04385199,The Use of Convalescent Plasma for Patients Hospitalized With COVID-19 Disease,Henry Ford Health System,NA
NCT04345653,https://clinicaltrials.gov/show/NCT04345653,"Feasibility, Safety and Early Efficacy Trial of Hydroxychloroquine as Primary Prevention of Corona Virus Disease 2019 in High Risk Health Care Providers",Hackensack Meridian Health,NA
NCT04613271,https://clinicaltrials.gov/show/NCT04613271,"Phase III, Random-Open, Clinical Trials on the Efficacy and Safety of Favipiravir in Covid-19 Patients in Indonesia",Ina-Respond,NA
NCT04386239,https://clinicaltrials.gov/show/NCT04386239,Pilot Study on the Use of Sarilumab in Patients With COVID-19 Infection,ASST Fatebenefratelli Sacco,NA
NCT04602000,https://clinicaltrials.gov/show/NCT04602000,"A Phase 2/3, Randomized, Parallel-group, Placebo-controlled, Double-Blind Study to Evaluate the Efficacy and Safety of CT-P59 in Combination With Standard of Care in Outpatients With Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV-2) Infection",Celltrion,NA
NCT04519424,https://clinicaltrials.gov/show/NCT04519424,"A Phase 2, Multicenter, Double-blind, Randomized, Placebo-controlled Study to Evaluate CSL324 in Coronavirus Disease 2019 (COVID-19)",CSL Behring,NA
NCT04512079,https://clinicaltrials.gov/show/NCT04512079,FREEDOM COVID Anticoagulation Strategy Randomized Trial,Valentin Fuster,NA
NCT04438850,https://clinicaltrials.gov/show/NCT04438850,"Randomized, Double-blind, Multi Centre Phase II, Proof of Concept, Dose Finding Clinical Trial on Ivermectin for the Early Treatment of COVID-19",IRCCS Sacro Cuore Don Calabria di Negrar,NA
NCT04541979,https://clinicaltrials.gov/show/NCT04541979,"Aerosoliserat DNase for Treatment of Respiratory Failure in Severe COVID-19 - a Phase 2, Single-blinded, Randomized Study",Region Skane,NA
NCT04384497,https://clinicaltrials.gov/show/NCT04384497,Convalescent Plasma for Treatment of COVID-19: An Exploratory Dose Identifying Study,Joakim Dillner,NA
NCT04345679,https://clinicaltrials.gov/show/NCT04345679,Anti COVID-19 Convalescent Plasma Therapy,Orthosera Kft.,NA
NCT04397562,https://clinicaltrials.gov/show/NCT04397562,"A Multicenter, Randomized, Double-blind, Placebo-controlled, Adaptively Designed Clinical Trial of the Efficacy and Safety of Levilimab (BCD-089) in Patients With Severe COVID-19",Biocad,NA
NCT04359810,https://clinicaltrials.gov/show/NCT04359810,"A Phase 2, Multi-Center, Randomized Clinical Trial to Evaluate the Efficacy and Safety of Human Anti-SARS-CoV-2 Convalescent Plasma in Severely Ill Adults With COVID-19",Max R. O'Donnell,NA
NCT04565392,https://clinicaltrials.gov/show/NCT04565392,Proof-of-concept Open-label Randomized Dose-response Comparison Study of Famotidine Plus Vitamins C and D3 for Adults With Probable COVID-19,drpykessupplements.com,NA
NCT04439006,https://clinicaltrials.gov/show/NCT04439006,Randomized Double-Blind Phase 2 Trial of Ibrutinib Versus Standard Treatment for COVID-19 Illness Requiring Hospitalization With Safety Lead-In,Jennifer Woyach,NA
NCT04343976,https://clinicaltrials.gov/show/NCT04343976,A Randomized Controlled Trial to Evaluate the Safety and Efficacy of Pegylated Interferon Lambda vs. Placebo in Subjects Infected With COVID-19,Raymond Chung,NA
NCT04498273,https://clinicaltrials.gov/show/NCT04498273,COVID-19 Outpatient Thrombosis Prevention Trial: A Multi-center Adaptive Randomized Placebo-controlled Platform Trial Evaluating the Efficacy and Safety of Anti-thrombotic Strategies in COVID-19 Adults Not Requiring Hospitalization at Time of Diagnosis,Frank C Sciurba,NA
NCT04370262,https://clinicaltrials.gov/show/NCT04370262,"A Multi-site, Randomized, Double-Blind, Comparative Trial of the Safety and Efficacy of Standard of Care (SOC) Plus Famotidine vs SOC Plus Placebo for the Treatment of COVID-19 in Hospitalized Adults",Northwell Health,NA
NCT04382586,https://clinicaltrials.gov/show/NCT04382586,"A Phase 2, Randomized, Double Blind, Placebo-Controlled Study of Zanubrutinib Treatment in Patients Hospitalized for COVID-19 Infection and Pulmonary Distress",BeiGene,NA
NCT04563702,https://clinicaltrials.gov/show/NCT04563702,"A Phase 1 Open-Label, Dose-Ranging Trial to Determine the Safety and Immunogenicity of an Adenoviral-Vector Based Vaccine (VXA-CoV2-1) Expressing a SARS-CoV-2 Antigen and dsRNA Adjuvant Administered Orally to Healthy Adult Volunteers",Vaxart,NA
NCT04432766,https://clinicaltrials.gov/show/NCT04432766,"A Phase 1/2, Multi-Center, Randomized Study to Assess Safety, Pharmacokinetics, Immunogenicity, and Efficacy of BAT2020 in Hospitalized Patients Infected With SARS-CoV-2 (COVID-19)",Bio-Thera Solutions,NA
NCT04389801,https://clinicaltrials.gov/show/NCT04389801,The Use of Desferal and Adjuvants for Prevention of ARDS in Hospitalised Cases Documented With Covid 19 Infection: A Randomized Controlled Trial,Hesham Al-Inany,NA
NCT04460651,https://clinicaltrials.gov/show/NCT04460651,PREPARE-IT. Prevention of COVID19 With EPA in Healthcare Providers at Risk - Intervention Trial,Estudios Clínicos Latino América,NA
NCT04365439,https://clinicaltrials.gov/show/NCT04365439,Convalescent Plasma for the Treatment of Moderate-severe COVID-19: A Proof-of-principle Study,Enos Bernasconi,NA
NCT04359680,https://clinicaltrials.gov/show/NCT04359680,"A Randomized, Double-Blind, Placebo Controlled Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Pre- and Post Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses (VRI) in Healthcare Workers and Others at Increased Risk of SARS-CoV-2 Infection",Romark Laboratories L.C.,NA
NCT04364802,https://clinicaltrials.gov/show/NCT04364802,Povidone-Iodine Intranasal for Prophylaxis in Front-line Health-care Personnel and Inpatients During the Sars-CoV-2 Pandemic,Alexandra Kejner,NA
NCT04536363,https://clinicaltrials.gov/show/NCT04536363,Effectiveness and Safety of the Administration of Intravenous Prostaglandin E1 Analog in the Reduction of Mortality and Complications of Patients With COVID-19,Alonso Vera Torres,NA
NCT04365127,https://clinicaltrials.gov/show/NCT04365127,"A Single Center, Randomized, Controlled Trial of the Safety and Efficacy of Progesterone for the Treatment of COVID-19 in Hospitalized Men",Sara Ghandehari,NA
NCT04382625,https://clinicaltrials.gov/show/NCT04382625,Hydroxychloroquine in SARS-CoV-2 (COVID-19) Pneumonia Trial,Kootenai Health,NA
NCT04581915,https://clinicaltrials.gov/show/NCT04581915,"A Pragmatic, Individually Randomised, Double-blind, Placebo-controlled Trial of Triazavirin (TZV) for the Treatment of Mild-moderate SARS-CoV-2 Infection A Phase II and III Clinical Trial",Fatima Mayat,NA
NCT04412018,https://clinicaltrials.gov/show/NCT04412018,An Investigation on the Effects of Icosapent Ethyl (VascepaTM) on Inflammatory Biomarkers in Individuals With COVID-19 (VASCEPA-COVID-19),Canadian Medical and Surgical Knowledge Translation Research Group,NA
NCT04505722,https://clinicaltrials.gov/show/NCT04505722,"A Randomized, Double-blind, Placebo-controlled Phase 3 Study to Assess the Efficacy and Safety of Ad26.COV2.S for the Prevention of SARS-CoV-2-mediated COVID-19 in Adults Aged 18 Years and Older",Janssen Vaccines & Prevention B.V.,NA
NCT04338802,https://clinicaltrials.gov/show/NCT04338802,"Efficacy and Safety of Nintedanib Ethanesulfonate Soft Capsule in the Treatment of Pulmonary Fibrosis in Patients With Moderate to Severe COVID-9(COVID 19) : a Single-center, Randomized, Placebo-controlled Study",Huilan Zhang,NA
NCT04431453,https://clinicaltrials.gov/show/NCT04431453,"A Phase 2/3 Single-Arm, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of Remdesivir (GS-5734™) in Participants From Birth to < 18 Years of Age With COVID-19",Gilead Sciences,NA
NCT04477993,https://clinicaltrials.gov/show/NCT04477993,"Randomized, Double-Blind Clinical Trial of Ruxolitinib in Patients With Acute Respiratory Disorder Syndrome Due to SARS-CoV-2 Infection",Vanderson Geraldo Rocha,NA
NCT04366245,https://clinicaltrials.gov/show/NCT04366245,"Phase I / II Multicentre, Randomized and Controlled Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection",Andalusian Network for Design and Translation of Advanced Therapies,NA
NCT04593641,https://clinicaltrials.gov/show/NCT04593641,"A Pilot Phase 1, Randomized, Double-blind, Placebo-controlled, Parallel Group, Single Ascending Dose Study to Evaluate the Safety, Tolerability and Virology of CT-P59 in Patient With Mild Symptoms of SARS-CoV-2 Infection",Celltrion,NA
NCT04491994,https://clinicaltrials.gov/show/NCT04491994,Clearing the Fog: Is HCQ Effective in Reducing COVID-19 progression-a Randomized Controlled Trial,UNICEF,NA
NCT04558021,https://clinicaltrials.gov/show/NCT04558021,"A Phase III, Randomized, Placebo-controlled, Clinical Trial to Evaluate the Efficacy and Safety of Co-administered Niclosamide in Patients Treated With an Established Regimen for Novel Coronavirus Infectious Disease (COVID-19)",Imuneks Farma ilac San. Tic. A.S.,NA
NCT04455815,https://clinicaltrials.gov/show/NCT04455815,"A Randomised Phase II/III Trial in a Community Setting, Assessing Use of Camostat in Reducing the Clinical Progression of COVID-19 by Blocking SARS-CoV-2 Spike Protein-initiated Membrane Fusion",Cancer Research UK,NA
NCT04384445,https://clinicaltrials.gov/show/NCT04384445,"A Phase I/II Randomized, Double Blinded, Placebo Trial to Evaluate the Safety and Potential Efficacy of Intravenous Infusion of Zofin for the Treatment of Moderate to SARS Related to COVID-19 Infection vs Placebo",Organicell Regenerative Medicine,NA
NCT04528888,https://clinicaltrials.gov/show/NCT04528888,"Steroids and Unfractionated Heparin in Critically Ill Patients With Pneumonia From COVID-19 Infection. A Multicenter, Interventional, Randomized, Three Arms Study Design",Massimo Girardis,NA
NCT04638634,https://clinicaltrials.gov/show/NCT04638634,"A Single Center, Phase 1, Single-Ascending Dose, Open-Label Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of CSL760, an Anti-COVID-19 Hyperimmune Intravenous Immunoglobulin, in Healthy Adult Subjects",CSL Behring,NA
NCT04528771,https://clinicaltrials.gov/show/NCT04528771,Phase 1b Safety Trial for S-Nitrosylation Therapy to Treat COVID-19 Induced Respiratory Distress,Robert Schilz,NA
NCT04403100,https://clinicaltrials.gov/show/NCT04403100,"Hydroxychloroquine and Lopinavir/ Ritonavir for Hospitalization and Mortality Reduction in Patients With COVID-19 and Mild Disease Symptoms: ""The Hope Coalition""",Cardresearch,NA
NCT04517162,https://clinicaltrials.gov/show/NCT04517162,Effect of Collagen-Polyvinylpyrrolidone for the Treatment of Hyperinflammation and the Pulmonary Fibrosis in COVID-19 Patients. Double Blind Placebo-controlled Pilot Trial,Janette Furuzawa Carballeda,NA
NCT04472585,https://clinicaltrials.gov/show/NCT04472585,Sub-cutaneous Ivermectin in Combination With and Without Oral Zinc and Nigella Sativa: a Placebo Randomized Control Trial on Mild to Moderate COVID-19 Patients,Sohaib Ashraf,NA
NCT04432103,https://clinicaltrials.gov/show/NCT04432103,Treatment of Severe and Critical COVID-19 Pneumonia With Convalescent Plasma,Centro Medico ABC,NA
NCT04377750,https://clinicaltrials.gov/show/NCT04377750,The Use of Tocilizumab in the Management of Patients Who Have Severe COVID-19 With Suspected Pulmonary Hyperinflammation,Hadassah Medical Organization,NA
NCT04516759,https://clinicaltrials.gov/show/NCT04516759,"A Phase II, Randomised, Double-blind, Placebo-controlled Clinical Trial to Assess the Safety and Efficacy of AZD1656 in Diabetic Patients Hospitalised With Suspected or Confirmed COVID-19",St George Street Capital,NA
NCT04361942,https://clinicaltrials.gov/show/NCT04361942,"Double Blind, Placebo-controlled, Phase II Trial to Evaluate Safety and Efficacy of Allogenic Mesenchymal Stromal Cells MSV_allo for Treatment of Acute Respiratory Failure in Patients With COVID-19 Pneumonia (COVID_MSV)",Red de Terapia Celular,NA
NCT04397497,https://clinicaltrials.gov/show/NCT04397497,"A Randomized, Double Blind, Placebo-controlled Trial of Mavrilimumab for Acute Respiratory Failure Due to COVID-19 Pneumonia With Hyper-inflammation (the COMBAT-19 Trial)",Ospedale San Raffaele,NA
NCT04485169,https://clinicaltrials.gov/show/NCT04485169,Therapeutic Plasma Exchange for Coronavirus Disease-2019 Triggered Cytokine Release Storm; a Retrospective Propensity Matched Control Study,UNICEF,NA
NCT04445467,https://clinicaltrials.gov/show/NCT04445467,An Adaptive Randomised Placebo Controlled Phase II Trial of Antivirals for COVID-19 Infection,Bayside Health,NA
NCT04341207,https://clinicaltrials.gov/show/NCT04341207,COVID 19 - Epidemiology of SARS-CoV-2 and Mortality to Covid19 Disease Upon Hydroxychloroquine and Azithromycin Therapy in French Cancer Patients,"Gustave Roussy, Cancer Campus, Grand Paris",NA
NCT04403685,https://clinicaltrials.gov/show/NCT04403685,Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 and Increased Inflammatory Markers: a Phase III Randomized Clinical Trial (COVID-19 Coalition Brazil VI) (TOCIBRAS),Beneficência Portuguesa de São Paulo,NA
NCT04411602,https://clinicaltrials.gov/show/NCT04411602,Convalescent Plasma to Treat Coronavirus - Associated Severe Pulmonary Complications: A Feasibility Study Assessing the Safety of Multiple Doses of Anti-SARS-CoV-2 Plasma in Patients With Severe Respiratory Distress Due to COVID-19,Ascension South East Michigan,NA
NCT04382768,https://clinicaltrials.gov/show/NCT04382768,"Extended Compassionate Use Program (UCA) With Inhalational Ibuprofen in Patients With Acute Respiratory Pathology, Mediated by COVID-19.",Química Luar SRL,NA
EUCTR2018-002155-15-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-002155-15,"A randomized, open label, phase II trial of Anti-PD1, TSR-042, as maintenance therapy for patients with high-risk locally advanced cervical cancer after chemo-radiation",Grupo Español de Investigación en Cáncer de Ovario (GEICO),NA
EUCTR2018-003653-16-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003653-16,Abatacept in patients with Birdshot HLA A29 uveitis: A Phase II                Prospective 0pen Label Interventional Proof-of-Concept Study - HLA A29,UZ Leuven,NA
EUCTR2019-000756-34-SE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000756-34,The SANT - study                A randomized controlled clinical trial of Streptococcus group A-negative acute tonsillitis in primary health care - a comparison of phenoxymethylpenicillin and no antibiotic treatment - The SANT-study,Region Jönköping County,NA
EUCTR2019-001399-13-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001399-13,"MEK and Autophagy Inhibition in Metastatic/Locally Advanced, Unresectable NRAS Melanoma: A Phase Ib/II Trial of Trametinib plus Hydroxychloroquine in Patients with NRAS Melanoma. CHLORO TRAM MEL - CHLORO TRAM MEL",Hospices Civils de Lyon,NA
EUCTR2019-002541-37-SE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002541-37,Primary TBE vaccination for the elderly,Region Örebro län,NA
EUCTR2018-003988-54-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003988-54,Efficacy and Safety of gadoPIClenol for CenTral NervoUs System (CNS) Magnetic REsonance Imaging (MRI) - The PICTURE trial,Guerbet,NA
EUCTR2014-005521-12-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2014-005521-12,"MANAGMENT OF PATIENT WITH MODERATE TO SEVERE POSTOPERATIVE PAIN AFTER SURGERY FOR HYSTERECTOMY: BLIND, RANDOMZATED, CONTROLLATED EXPERIMENTAL STUDY ON THE CONTROL OF PAIN SYNTOMS AND SIDE EFFECTS THOUGH THE USE OF PHARMACOLOGY ASSOSATION OF OXICODONE/NALOXONE PR 10/5 MG CP IN CLINICAL PRACTICE - OSSICODONE/NALOXONE 2014",FONDAZIONE IRCCS CA' GRANDA OSPEDALE MAGGIORE POLICLINICO,NA
EUCTR2019-000733-39-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-000733-39,"A phase 2b, open-label, efficacy and safety study of ABX464 as maintenance therapy in patients with moderate to severe Ulcerative Colitis.",ABIVAX,NA
EUCTR2016-002799-28-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2016-002799-28,A phase Ib/II trial evaluating the combination of TG4001 and avelumab in patients with HPV-16 positive recurrent or metastatic malignancies and expansion cohort to oropharyngeal squamous cell carcinoma of the head and neck (SCCHN),Transgene,NA
EUCTR2018-003146-17-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2018-003146-17,"A Phase 2, Double-blind, Active-controlled, Dose-titrating Efficacy and Safety Study of Firibastat (QGC001) Compared to Ramipril Administered Orally, Twice Daily, Over 12 Weeks to Prevent Left Ventricular Dysfunction after Acute Myocardial Infarction",Quantum Genomics,NA
EUCTR2019-002100-41-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002100-41,"A Phase 3, Multicenter, Randomized, Double-Blinded, Placebo-Controlled Trial to Evaluate the Efficacy and Safety of Efgartigimod (ARGX-113) 10 mg/kg Intravenous in Adult Patients with Primary Immune Thrombocytopenia",argenx BVBA,NA
EUCTR2019-002688-89-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002688-89,"Phase 1/2 clinical study to assess the feasibility, safety, tolerability and preliminary efficacy of the administration of HCR040, a drug whose active substance is HC016, allogeneic adipose-derived adult mesenchymal stem cells expanded and pulsed with H2O2, in patients with acute respiratory distress syndrome. (included patients COVID-19)",Histocell S.L.,NA
EUCTR2019-001085-15-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001085-15,"Randomized, placebo-controlled, double-blind study to evaluate the efficacy of 2LHERP® in patients with recurrent orofacial herpes infections. - HEARTH-OF Study.",LABO’LIFE Belgium sprl,NA
EUCTR2019-001147-51-SE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001147-51,Congenital myopathy intervention study - COMPIS,Västra götalandsregionen,NA
