TrialID,url,Scientific_title,Conditions,study_arm,start_date,control_arm,randomisation,blinding,prospective,source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,multicentre,primary_purpose,sponsor_type,sample_size,vaccine,conventional,traditional,subject_blind,caregiver_blind,investigator_blind,outcome_blind,analyst_blind,Study_design,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor,Interventions
EUCTR2019-001837-15-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001837-15,N/A - AMINO BESTDOSE,<br>                MedDRA version: 20.0                Level: PT                Classification code 10040070                Term: Septic shock                System Organ Class: 10021881 - Infections and infestations            ;Therapeutic area: Diseases [C] - Bacterial Infections and Mycoses [C01],im,2019-10-08T00:00:00Z,Yes,Yes,No,Yes,EUCTR,Phase 3,No,No,No,No,Yes,No,No,Treatment,Non industry,260,No,Yes,No,No,No,No,No,No,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: no<br>                Other: yes<br>                Number of treatment arms in the trial: 2<br>",FALSE,FALSE,2019-05-03T00:00:00Z,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,N/A,France,CHU de NIMES,"<br>                Trade Name: AMIKACINE MYLAN 500 mg, poudre pour solution injectable<br>                Product Name: AMIKACINE<br>                Pharmaceutical Form: Powder for solution for injection/infusion<br><br>"
EUCTR2019-001854-24-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001854-24,Long-term outcomes in immunologically low-risk kidney transplant recipients using tacrolimus.                Extension study of: Tacrolimus monotherapy in immunologically low-risk kidney transplant recipients: a pilot randomized-controlled study. - TACmono long-term.,kidney transplantation                vaccination responses;Therapeutic area: Body processes [G] - Immune system processes [G12],main,2019-08-07T00:00:00Z,No,Not applicable,No,Yes,EUCTR,Phase 4,No,No,No,No,Yes,No,No,Prevention,Non industry,76,Yes,Yes,No,NA,NA,NA,NA,NA,"<br>                Controlled: no<br>                Randomised: no<br>                Open: no<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: no<br>                Other: no<br>",FALSE,FALSE,2019-07-17T00:00:00Z,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): yes,Long-term outcomes in immunologically low-risk kidney transplant recipients using tacrolimus.                Extension study of: Tacrolimus monotherapy in immunologically low-risk kidney transplant recipients: a pilot randomized-controlled study.,Netherlands,Erasmus Medical Center,<br>                Trade Name: Pneumovax23<br>                Product Name: Pneumovax23<br>                Pharmaceutical Form: Injection<br><br>
EUCTR2019-001861-33-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001861-33,Cannabis-opioid interaction in the treatment of fibromyalgia pain – an open label proof-of-concept study - SPIRAL study,Chronic fibromyalgia pain;Therapeutic area: Diseases [C] - Symptoms and general pathology [C23],main,2019-07-17T00:00:00Z,Yes,Yes,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,No,Treatment,Non industry,60,No,Yes,No,No,No,No,No,No,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: yes<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: yes<br>                Placebo: no<br>                Other: no<br>                Number of treatment arms in the trial: 3<br>",FALSE,FALSE,2019-05-20T00:00:00Z,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): yes                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): no,Interaction between opioids and cannabinoids in the treatment of fibromyalgia pain,Netherlands,Leiden University Medical Center,<br>                Product Name: Bediol Cannabis Flos<br>                Pharmaceutical Form: Granules in single-dose container<br>                INN or Proposed INN: DELTA-9-TETRAHYDROCANNABINOL<br>                CAS Number: 1972-08-3<br>                Other descriptive name: DELTA-9-TETRAHYDROCANNABINOL<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 9.45-<br>                INN or Proposed INN: CANNABIDIOL<br>                CAS Number: 13956-29-1<br>                Other descriptive name: CANNABIDIOL<br>                Concentration unit: mg milligram(s)<br>                Concentration type: equal<br>                Concentration number: 12-<br><br>                Trade Name: Oxycodone<br>                Pharmaceutical Form: Tablet<br><br>
EUCTR2019-001876-12-LT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001876-12,"A multicentre, uncontrolled trial on the contraceptive efficacy, safety, tolerability and pharmacokinetics of LPRI-424 (dienogest 2 mg / ethinyl estradiol 0.02 mg) during 13 cycles",Oral contraception for females aged 18-45 <br>MedDRA version: 20.0Level: SOCClassification code 10042613Term: Surgical and medical proceduresSystem Organ Class: 10042613 - Surgical and medical procedures <br>MedDRA version: 21.1Level: PTClassification code 10030970Term: Oral contraceptionSystem Organ Class: 10042613 - Surgical and medical procedures;Therapeutic area: Body processes [G] - Physiological processes [G07],main,2020-01-24T00:00:00Z,No,Not applicable,No,Yes,EUCTR,Phase 3,No,No,No,No,Yes,No,Yes,Other,Industry,850,No,Yes,No,No,No,No,No,No,"Controlled: noRandomised: noOpen: yesSingle blind: noDouble blind: noParallel group: noCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: noOther: no",EUCTR2019-001876-12-DE,FALSE,2019-10-25T00:00:00Z,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,"A clinical study for testing the contraceptive efficacy, safety, tolerability and pharmacokinetics of dienogest 2 mg / ethinyl estradiol 0.02 mg during 13 cycles",Portugal;Czechia;Czech Republic;Spain;Ukraine;Lithuania;Bulgaria;Germany,Chemo Research S.L.,<br>Product Name: Dienogest 2.00 mg / Ethinyl Estradiol 0.02 mg<br>Product Code: LPRI-424<br>Pharmaceutical Form: Prolonged-release tablet<br>INN or Proposed INN: DIENOGEST<br>CAS Number: 65928-58-7<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 2-<br>INN or Proposed INN: ETHINYLESTRADIOL<br>CAS Number: 57-63-6<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 0.02-<br><br>
EUCTR2019-001974-27-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001974-27,Reducing the Burden of Influenza after Solid-Organ Transplantation: the STOP-FLU trial                [Swiss Trial in solid Organ transplantation on Prevention of inFLUenza] - STOP-FLU,Influenza in solid organ transplant patients <br>                MedDRA version: 20.0                Level: PT                Classification code 10022000                Term: Influenza                System Organ Class: 10021881 - Infections and infestations             <br>                MedDRA version: 21.1                Level: PT                Classification code 10061890                Term: Organ transplant                System Organ Class: 10042613 - Surgical and medical procedures             <br>                MedDRA version: 21.1                Level: PT                Classification code 10059429                Term: Influenza immunisation                System Organ Class: 10042613 - Surgical and medical procedures            ;Therapeutic area: Diseases [C] - Virus Diseases [C02],im,2019-10-15T00:00:00Z,Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,No,No,No,Yes,No,Yes,Prevention,Non industry,780,Yes,No,No,NA,NA,NA,NA,NA,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: no<br>                Single blind: no<br>                Double blind: yes<br>                Parallel group: yes<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: yes<br>                Placebo: no<br>                Other: no<br>                Number of treatment arms in the trial: 3<br>",FALSE,FALSE,2019-08-09T00:00:00Z,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): yes                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,Reducing the Burden of Influenza after Solid-Organ Transplantation: the STOP-FLU trial,Spain;Switzerland,Centre Hospitalier Universitaire Vaudois (CHUV),"<br>                Trade Name: VaxigripTetra¬¨√Ü<br>                Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>                INN or Proposed INN: A/Michigan/45/2015 (H1N1)pdm09: (NYMC X-275)<br>                Other descriptive name: INFLUENZA VIRUS INACTIVATED SURFACE ANTIGEN STRAIN A (H1N1)<br>                Concentration unit: ¬¨¬µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 15-<br>                INN or Proposed INN: A/Singapore/INFIMH-16-0019/2016 (H3N2): (IVR ‚Äö√Ñ√¨ 186)<br>                Other descriptive name: INFLUENZA VIRUS INACTIVATED SURFACE ANTIGEN STRAIN A (H3N2)<br>                Concentration unit: ¬¨¬µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 15-<br>                INN or Proposed INN: B/Colorado/06/2017<br>                Other descriptive name: INFLUENZA VIRUS INACTIVATED SURFACE ANTIGEN STRAIN B<br>                Concentration unit: ¬¨¬µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 15-<br>                INN or Proposed INN: B/Phuket/3073/2013<br>                Other descriptive name: INFLUENZA VIRUS INACTIVATED SURFACE ANTIGEN STRAIN B<br>                Concentration unit: ¬¨¬µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 15-<br><br>                Trade Name: Fluad¬¨√Ü<br>                Pharmaceutical Form: Suspension for injection in pre-filled syringe<br>                INN or Proposed INN: A/Singapore/GP1908/2015, IVR-180<br>                Other descriptive name: INFLUENZA VIRUS INACTIVATED SURFACE ANTIGEN STRAIN A (H1N1)<br>                Concentration unit: ¬¨¬µg microgram(s)<br>                Concentration type: equal<br>                Concentration number: 15-<br>                INN or Proposed INN: A/Singapore/INFIMH-16-0019/2016, IVR-186<br>                Other descriptive name: INFLUENZA VIRUS INACTIVATED SURFACE ANTIGEN STRAIN A (H3N2)<br>                Concentration unit: ¬¨¬µg microgram(s)<br>"
EUCTR2019-001986-34-FI,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001986-34,Exploring the impact of pertussis immunization during pregnancy on the differences in immune response of infants after primary immunization with an  acellular pertussis containing vaccine: an open label study,Pertussis Infection <br>                MedDRA version: 20.0                Level: PT                Classification code 10034738                Term: Pertussis                System Organ Class: 10021881 - Infections and infestations            ;Therapeutic area: Body processes [G] - Immune system processes [G12],main,2019-11-19T00:00:00Z,No,Not applicable,No,Yes,EUCTR,Phase 4,No,No,No,No,Yes,No,No,Prevention,Non industry,160,Yes,No,No,No,No,No,No,No,"<br>                Controlled: no<br>                Randomised: no<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: no<br>                Cross over: no<br>                Other: yes<br>                Other trial design description: Longitudinal intervention study<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: no<br>                Other: no<br>",FALSE,FALSE,2019-08-29T00:00:00Z,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): yes,Maternal pertussis Immunization in FInland Study - MIFI Study,Finland,University of Turku,<br>                Trade Name: Boostrix<br>                Product Name: Boostrix<br>                Pharmaceutical Form: Suspension for injection in pre-filled syringe<br><br>                Trade Name: Infanrix hexa<br>                Product Name: Infanrix hexa<br>                Pharmaceutical Form: Powder and suspension for suspension for injection<br><br>                Trade Name: RotaTeq<br>                Product Name: RotaTeq<br>                Pharmaceutical Form: Oral solution<br><br>                Trade Name: Synflorix<br>                Product Name: Synflorix<br>                Pharmaceutical Form: Suspension for injection in pre-filled syringe<br><br>
EUCTR2019-001989-15-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-001989-15,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study Followed by an Open-Label Extension to Evaluate the Efficacy and Safety of Fremanezumab for Preventive Treatment of Migraine in Patients with Major Depressive Disorder - UNITE",Migraine and major depressive disorder (MDD) <br>MedDRA version: 20.0Level: HLTClassification code 10027603Term: Migraine headachesSystem Organ Class: 100000004852 <br>MedDRA version: 21.1Level: LLTClassification code 10025453Term: Major depressive disorder NOSSystem Organ Class: 100000004873;Therapeutic area: Diseases [C] - Nervous System Diseases [C10],main,2020-03-27T00:00:00Z,Yes,Yes,Yes,Yes,EUCTR,Phase 4,No,Yes,No,Yes,Yes,No,Yes,Prevention,Industry,340,No,Yes,No,NA,NA,NA,NA,NA,"Controlled: yes<br>Randomised: yes<br>Open: no<br>Single blind: no<br>Double blind: yes<br>Parallel group: yes<br>Cross over: no<br>Other: yes<br>Other trial design description:  The 12-week double-blind treatment phase is followed by a 12-week open-label extension phase<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: yes<br>Other: no<br>Number of treatment arms in the trial: 2<br>",NCT04041284,FALSE,2019-10-24T00:00:00Z,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): yes,A Study to Assess if Fremanezumab is Effective in Preventing Migraine in Patients with Major Depressive Disorder,United States;Greece;Finland;Spain;Ukraine;Israel;Russian Federation;Italy;United Kingdom;France;Czech Republic;Poland;Germany,"Teva Branded Pharmaceutical Products R&D, Inc.",<br>Trade Name: AJOVY<br>Product Name: fremanezumab<br>Product Code: TEV-48125<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: fremanezumab<br>CAS Number: 1655501-53-3<br>Current Sponsor code: TEV-48125<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 150-<br>Pharmaceutical form of the placebo: Solution for injection<br>Route of administration of the placebo: Subcutaneous use<br><br>
EUCTR2019-002006-51-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002006-51,"A Randomized, Double-blind, Placebo-controlled Phase 3 Trial of Pembrolizumab (MK-3475) Versus Placebo in Participants with Esophageal Carcinoma Receiving Concurrent Definitive Chemoradiotherapy (KEYNOTE 975)",Esophageal Carcinoma <br>                MedDRA version: 21.0                Level: LLT                Classification code 10015366                Term: Esophageal carcinoma                System Organ Class: 100000004864            ;Therapeutic area: Diseases [C] - Cancer [C04],main,2020-01-14T00:00:00Z,Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,Yes,Yes,Yes,Yes,No,Yes,Treatment,Industry,600,No,Yes,No,NA,NA,NA,NA,NA,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: no<br>                Single blind: no<br>                Double blind: yes<br>                Parallel group: yes<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: yes<br>                Other: no<br>                Number of treatment arms in the trial: 2<br>",EUCTR2019-002006-51-DK,FALSE,2019-11-18T00:00:00Z,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,Placebo-controlled Trial of Pembrolizumab in Esophageal Carcinoma Participants Receiving Concurrent dCRT,"Portugal;United States;Philippines;Taiwan;Estonia;Hong Kong;Thailand;Ukraine;Russian Federation;Chile;Italy;France;Malaysia;Denmark;Peru;Latvia;China;Korea, Republic of;Guatemala;Turkey;United Kingdom;Hungary;Canada;Argentina;Brazil;Romania;Germany;Japan","Merck Sharp & Dohme Corp., a subsidiary of Merck & Co.,Inc","<br>                Product Name: PEMBROLIZUMAB<br>                Product Code: MK-3475<br>                Pharmaceutical Form: Solution for infusion<br>                INN or Proposed INN: PEMBROLIZUMAB<br>                CAS Number: 1374853-91-4<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 25-<br>                Pharmaceutical form of the placebo: Solution for infusion<br>                Route of administration of the placebo: Intravenous use<br><br>                Trade Name: KEYTRUDA (pembrolizumab, MK-3475)<br>                Pharmaceutical Form: Solution for infusion<br>                INN or Proposed INN: PEMBROLIZUMAB<br>                CAS Number: 1374853-91-4<br>                Current Sponsor code: MK-3475<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 25-<br>                Pharmaceutical form of the placebo: Solution for infusion<br>                Route of administration of the placebo: Intravenous use<br><br>"
EUCTR2019-002039-27-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002039-27,"A Multicentre, Randomised, Double-blind, Parallel-group,                Placebo-controlled, 24-week Phase 3 Study with an Open-label                Extension to Evaluate the Efficacy and Safety of Benralizumab in                Patients with Hypereosinophilic Syndrome (HES) - NATRON",Hypereosinophilic Syndrome (HES);Therapeutic area: Diseases [C] - Blood and lymphatic diseases [C15],main,NA,Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,Yes,No,Yes,Yes,No,Yes,Treatment,Industry,120,No,Yes,No,NA,NA,NA,NA,NA,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: no<br>                Single blind: no<br>                Double blind: yes<br>                Parallel group: yes<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: no<br>                Placebo: yes<br>                Other: no<br>                Number of treatment arms in the trial: 2<br>",NCT04191304,FALSE,2019-11-25T00:00:00Z,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,A study to evaluate if benralizumab may be beneficial in the treatment of Hypereosinophilic Syndrome (HES),United States;France;Canada;Poland;Belgium;Austria;Israel;Germany;Japan;Italy;United Kingdom;Switzerland,AstraZeneca AB,<br>                Product Name: benralizumab<br>                Product Code: MEDI-563<br>                Pharmaceutical Form: Solution for injection in pre-filled syringe<br>                INN or Proposed INN: benralizumab<br>                CAS Number: 1044511-01-4<br>                Current Sponsor code: MEDI-563<br>                Other descriptive name: benralizumab<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 30-<br>                Pharmaceutical form of the placebo: Solution for injection in pre-filled syringe<br>                Route of administration of the placebo: Subcutaneous use<br><br>
EUCTR2019-002085-13-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002085-13,A Pilot Study of Oraxol in Subjects with Cutaneous Angiosarcoma - KX-ORAX-010 Oraxol Cutaneous Angiosarcoma study,"Study of Oraxol in Subjects with Cutaneous Angiosarcoma <br>MedDRA version: 20.0Level: PTClassification code 10002477Term: Angiosarcoma metastaticSystem Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps);Therapeutic area: Diseases [C] - Cancer [C04]",main,2019-12-30T00:00:00Z,No,Not applicable,No,Yes,EUCTR,Phase 2,No,Yes,No,Yes,Yes,No,Yes,Treatment,Industry,43,No,Yes,No,No,No,No,No,No,"Controlled: no<br>Randomised: no<br>Open: yes<br>Single blind: no<br>Double blind: no<br>Parallel group: no<br>Cross over: no<br>Other: yes<br>Other trial design description: Pilot study to evaluate the activity, safety and tolerability of Oraxol in up to 43 subjects<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: no<br>Other: no<br>",FALSE,FALSE,2019-08-07T00:00:00Z,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,A Pilot Study of Oraxol in Subjects with Cutaneous Angiosarcoma,United States;Hong Kong;Taiwan;Canada;United Kingdom,"Athenex, Inc","<br>Product Name: Oraxol<br>Product Code: HM30181AK-US<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: Encequidar<br>CAS Number: 2097125-58-9<br>Current Sponsor code: HM30181A<br>Other descriptive name: -<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 15-<br><br>Product Name: Oraxol<br>Product Code: paclitaxel capsules<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: PACLITAXEL<br>CAS Number: 33069-62-4<br>Current Sponsor code: Oraxol<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 30-<br><br>"
EUCTR2019-002100-41-NL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002100-41,"A Phase 3, Multicenter, Randomized, Double-Blinded, Placebo-Controlled Trial to Evaluate the Efficacy and Safety of Efgartigimod (ARGX-113) 10 mg/kg Intravenous in Adult Patients with Primary Immune Thrombocytopenia",Primary immune thrombocytopenia <br>                MedDRA version: 20.1                Level: LLT                Classification code 10050245                Term: Autoimmune thrombocytopenia                System Organ Class: 100000004851            ;Therapeutic area: Diseases [C] - Immune System Diseases [C20],main,2019-11-01T00:00:00Z,Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,Yes,No,Yes,Yes,No,Yes,Treatment,Industry,156,No,Yes,No,NA,NA,NA,NA,NA,"Controlled: yes                Randomised: yes                Open: no                Single blind: no                Double blind: yes                Parallel group: yes                Cross over: no                Other: no                If controlled, specify comparator, Other Medicinial Product: no                Placebo: yes                Other: no                Number of treatment arms in the trial: 2",NCT04188379,FALSE,2019-08-07T00:00:00Z,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): no                Therapeutic confirmatory - (Phase III): yes                Therapeutic use (Phase IV): no,"A study to assess the efficacy and safety of efgartigimod in adult patients with primary immune thrombocytopenia (an autoimmune disorder that destructs platelets, blood cells that help with clotting, and can lead to easy or excessive bruising and bleeding)",United States;Spain;Ukraine;Austria;Russian Federation;Italy;Switzerland;United Kingdom;France;Hungary;Czech Republic;Canada;Poland;Belgium;Bulgaria;Netherlands;Germany;Japan,argenx BVBA,<br>                Product Name: Efgartigimod<br>                Product Code: ARGX-113<br>                Pharmaceutical Form: Concentrate for solution for infusion<br>                INN or Proposed INN: Efgartigimod alfa<br>                CAS Number: 1821402-21-4<br>                Current Sponsor code: ARGX-113<br>                Other descriptive name: ARGX-113<br>                Concentration unit: mg/ml milligram(s)/millilitre<br>                Concentration type: equal<br>                Concentration number: 20-<br>                Pharmaceutical form of the placebo: Concentrate for solution for infusion<br>                Route of administration of the placebo: Intravenous use<br><br>
EUCTR2019-002120-32-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002120-32,"A Single Arm, Open-label Study to Assess the Safety, Tolerability, and Pharmacokinetics of Single and Multiple Doses of Cefiderocol in Hospitalized Paediatric Subjects 3 Months to < 18 Years of Age with Suspected or Confirmed Aerobic Gram-negative Bacterial Infections - PEDI-CEFI","Including but not limited to complicated urinary tract infection [cUTI], complicated intra-abdominal infection [cIAI], hospital-acquired pneumonia [HAP]/ventilator-acquired pneumonia [VAP], and sepsis or bloodstream infections [BSI] <br>MedDRA version: 20.0Level: SOCClassification code 10021881Term: Infections and infestationsSystem Organ Class: 10021881 - Infections and infestations <br>MedDRA version: 20.0Level: LLTClassification code 10076918Term: Hospital acquired pneumoniaSystem Organ Class: 10021881 - Infections and infestations <br>MedDRA version: 20.1Level: LLTClassification code 10065153Term: Ventilator associated pneumoniaSystem Organ Class: 10021881 - Infections and infestations <br>MedDRA version: 20.0Level: HLTClassification code 10046577Term: Urinary tract infectionsSystem Organ Class: 10021881 - Infections and infestations <br>MedDRA version: 20.1Level: LLTClassification code 10079983Term: Complicated intra-abdominal infectionSystem Organ Class: 10021881 - Infections and infestations <br>MedDRA version: 20.1Level: PTClassification code 10003997Term: BacteraemiaSystem Organ Class: 10021881 - Infections and infestations <br>MedDRA version: 20.0Level: PTClassification code 10053840Term: Bacterial sepsisSystem Organ Class: 10021881 - Infections and infestations;Therapeutic area: Diseases [C] - Bacterial Infections and Mycoses [C01]",im,2020-02-07T00:00:00Z,No,Not applicable,No,Yes,EUCTR,Phase 2,No,No,No,Yes,Yes,No,Yes,Treatment,Industry,64,No,Yes,No,No,No,No,No,No,"Controlled: no<br>Randomised: no<br>Open: yes<br>Single blind: no<br>Double blind: no<br>Parallel group: no<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: no<br>Other: no<br>Number of treatment arms in the trial: 1<br>",NCT04335539,FALSE,2019-12-05T00:00:00Z,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,"Study to assess the safety, tolerability and exposure of cefiderocol in children with suspected or confirmed aerobic Gram-negative bacterial infections.",Latvia;Georgia;Russian Federation;Ukraine;Belgium;Thailand;Hungary,Shionogi B.V.,<br>Product Code: S-649266<br>Pharmaceutical Form: Powder for solution for infusion<br>INN or Proposed INN: NA<br>Other descriptive name: S-649266<br>Concentration unit: g gram(s)<br>Concentration type: equal<br>Concentration number: 1-<br><br>
EUCTR2019-002285-12-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-002285-12,"An exploratory, multicenter, randomized, open-label with blind evaluation, active-controlled study to evaluate the safety and efficacy of Keramod                (imiquimod 50 mg/g, Gel) compared with Aldara (imiquimod 50 mg/g, Cream) for the treatment of actinic keratosis in adults","ACTINIC QUERATOSIS, also known as solar keratosis, is a skin disease caused by chronic exposure to sunlight. It appears as scaly lesions on the skin as a result of an abnormal growth of the cells in the most outer layer of the epidermis. There may be a single lesion or multiple lesions, and they are usually found on areas of the skin that are regularly exposed to the sun, such as the face, neck, hands, forearms and scalp.;Therapeutic area: Diseases [C] - Skin and Connective Tissue Diseases [C17]",main,2019-12-02T00:00:00Z,Yes,Yes,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,Yes,Treatment,Industry,68,No,Yes,No,No,No,No,No,No,"<br>                Controlled: yes<br>                Randomised: yes<br>                Open: yes<br>                Single blind: no<br>                Double blind: no<br>                Parallel group: yes<br>                Cross over: no<br>                Other: no<br>                If controlled, specify comparator, Other Medicinial Product: yes<br>                Placebo: no<br>                Other: yes<br>                Other specify the comparator: ALDARA<br>                Number of treatment arms in the trial: 2<br>",FALSE,FALSE,2019-10-21T00:00:00Z,Human pharmacology (Phase I): no                Therapeutic exploratory (Phase II): yes                Therapeutic confirmatory - (Phase III): no                Therapeutic use (Phase IV): no,Keramod Gel vs Aldara for the treatment of actinic keratosis,Spain,"LABORATORIO OJER PHARMA, S.L.",<br>                Product Name: KERAMOD<br>                Product Code: NA<br>                Pharmaceutical Form: Gel<br>                INN or Proposed INN: IMIQUIMOD<br>                CAS Number: 99011-02-6<br>                Current Sponsor code: IMIQUIMOD<br>                Other descriptive name: NA<br>                Concentration unit: mg/g milligram(s)/gram<br>                Concentration type: equal<br>                Concentration number: 50-<br><br>                Trade Name: ALDARA<br>                Pharmaceutical Form: Cream<br>                INN or Proposed INN: IMIQUIMOD<br>                CAS Number: 99011-02-6<br>                Current Sponsor code: IMIQUIMOD<br>                Other descriptive name: NA<br>                Concentration unit: mg/g milligram(s)/gram<br>                Concentration type: equal<br>                Concentration number: 50-<br><br>
